sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed,clipscore_original,clipscore_perturbed,clipscore_gt,clipscore_drop,bertscore_original,bertscore_perturbed,bertscore_orig_vs_pert
416:0:000000000,0,data/mtf2025_web_images/00000/000000000.jpg,"In this image we can see a sandwich on the wooden board. In the background we can see tomatoes, lettuce, knife and other objects.","In this image I can see a table and on it I can see a sandwich, a knife, a bowl, a tomato and few other things.",lowrank,0.3,1337,32.582374572753906,29.740922927856445,34.12458419799805,-2.841451644897461,0.8721094727516174,0.8399684429168701,0.9360316395759583
416:1:000000001,1,data/mtf2025_web_images/00000/000000001.jpg,In this image we can see a plate containing food.,In this image we can see a food item on the plate.,lowrank,0.3,1337,27.538755416870117,27.946931838989258,33.25613021850586,0.4081764221191406,0.8272244930267334,0.8279327750205994,0.9737973809242249
416:2:000000002,2,data/mtf2025_web_images/00000/000000002.jpg,"In this image I can see a plate and on it I can see a sandwich, few tomatoes and a salad.","In this image I can see a plate and on it I can see a sandwich, tomatoes and other food items.",lowrank,0.3,1337,34.12925720214844,34.94694137573242,38.34334182739258,0.8176841735839844,0.8596215844154358,0.8490380048751831,0.975976288318634
416:3:000000003,3,data/mtf2025_web_images/00000/000000003.jpg,In this image we can see a sandwich on the table.,In this image we can see a sandwich on the cloth. In the background we can see tomatoes and other vegetables.,lowrank,0.3,1337,29.132076263427734,28.32796859741211,32.365692138671875,-0.804107666015625,0.8376092910766602,0.8246132135391235,0.9526182413101196
416:4:000000004,4,data/mtf2025_web_images/00000/000000004.jpg,"In this image I can see a plate in the center and on it I can see a sandwich which is made of bread, tomatoes, lettuce and few other things. In the background I can see few tomatoes, few bowls and few other things.","In this image I can see a plate in the center and on it I can see a sandwich. I can see few tomatoes, few vegetables and few other things in the background.",lowrank,0.3,1337,33.844261169433594,34.47269821166992,34.22566223144531,0.6284370422363281,0.8344791531562805,0.8362078070640564,0.9659554362297058
416:5:000000005,5,data/mtf2025_web_images/00000/000000005.jpg,In this image we can see a food item.,In this image we can see a food item.,lowrank,0.3,1337,28.85335350036621,28.85335922241211,35.79680252075195,5.7220458984375e-06,0.847553551197052,0.847553551197052,0.9999998807907104
416:6:000000006,6,data/mtf2025_web_images/00000/000000006.jpg,In this image I can see a sandwich on the wooden board.,In this image I can see a sandwich which is in brown color and I can see tomatoes and other food items.,lowrank,0.3,1337,28.762775421142578,32.33130645751953,40.96153259277344,3.568531036376953,0.858159065246582,0.8582459092140198,0.9313639998435974
416:7:000000007,7,data/mtf2025_web_images/00000/000000007.jpg,"In this image we can see a table. On the table there are some food items, a knife and a bowl.","In this image we can see a table. On the table there are some food items, a knife, a bowl and a plate.",lowrank,0.3,1337,25.424232482910156,25.25063133239746,31.139713287353516,-0.1736011505126953,0.8475552797317505,0.8464166522026062,0.9949735403060913
416:8:000000008,8,data/mtf2025_web_images/00000/000000008.jpg,In this image we can see a plate on the table. On the plate there is a food item.,"In this image I can see a white colour plate and on it I can see a sandwich which is made of bread, tomatoes and bacon.",lowrank,0.3,1337,27.125946044921875,33.597312927246094,23.058631896972656,6.471366882324219,0.7380079627037048,0.7249678373336792,0.9189806580543518
416:9:000000009,9,data/mtf2025_web_images/00000/000000009.jpg,In this image we can see a plate containing food and a tomato.,In this image we can see a plate containing food.,lowrank,0.3,1337,28.587522506713867,25.873554229736328,32.218082427978516,-2.713968276977539,0.8158522248268127,0.8129040002822876,0.9843051433563232
