sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed,clipscore_original,clipscore_perturbed,clipscore_gt,clipscore_drop,bertscore_original,bertscore_perturbed,bertscore_orig_vs_pert
416:0:000000000,0,data/mtf2025_web_images/00000/000000000.jpg,"In this image we can see a sandwich on the wooden board. In the background we can see tomatoes, lettuce, knife and other objects.",In this image I can see a sandwich on the table.,mask,0.3,1337,32.582374572753906,28.767780303955078,34.12458419799805,-3.814594268798828,0.8721094727516174,0.8510129451751709,0.939090371131897
416:1:000000001,1,data/mtf2025_web_images/00000/000000001.jpg,In this image we can see a plate containing food.,"In this image I can see a food item which is in red, yellow, green and brown color.",mask,0.3,1337,27.538755416870117,28.983692169189453,33.25613021850586,1.444936752319336,0.8272244930267334,0.8092015981674194,0.9208025932312012
416:2:000000002,2,data/mtf2025_web_images/00000/000000002.jpg,"In this image I can see a plate and on it I can see a sandwich, few tomatoes and a salad.","In this image I can see a plate and on it I can see a sandwich, few tomatoes and other food.",mask,0.3,1337,34.12925720214844,34.19469451904297,38.34334182739258,0.06543731689453125,0.8596215844154358,0.8508002161979675,0.9851973056793213
416:3:000000003,3,data/mtf2025_web_images/00000/000000003.jpg,In this image we can see a sandwich on the table.,In this image I can see a sandwich which is in brown color and I can see few vegetables and I can see the brown color cloth.,mask,0.3,1337,29.132076263427734,29.883831024169922,32.365692138671875,0.7517547607421875,0.8376092910766602,0.8044548630714417,0.9182460904121399
416:4:000000004,4,data/mtf2025_web_images/00000/000000004.jpg,"In this image I can see a plate in the center and on it I can see a sandwich which is made of bread, tomatoes, lettuce and few other things. In the background I can see few tomatoes, few bowls and few other things.","A sandwich with lettuce, tomato, and bacon on a white plate is on a wooden table.",mask,0.3,1337,33.844261169433594,34.24680709838867,34.22566223144531,0.4025459289550781,0.8344791531562805,0.871475100517273,0.8821722269058228
416:5:000000005,5,data/mtf2025_web_images/00000/000000005.jpg,In this image we can see a food item.,In this image I can see a food item which is in green and red color.,mask,0.3,1337,28.85335350036621,30.758174896240234,35.79680252075195,1.9048213958740234,0.847553551197052,0.8447807431221008,0.9533145427703857
416:6:000000006,6,data/mtf2025_web_images/00000/000000006.jpg,In this image I can see a sandwich on the wooden board.,In this image I can see a sandwich which is in brown color and I can see tomatoes and green color leaves.,mask,0.3,1337,28.762775421142578,32.116146087646484,40.96153259277344,3.3533706665039062,0.858159065246582,0.8459641337394714,0.9218974709510803
416:7:000000007,7,data/mtf2025_web_images/00000/000000007.jpg,"In this image we can see a table. On the table there are some food items, a knife and a bowl.","In this image we can see a table. On the table there are some food items, a knife and a bowl.",mask,0.3,1337,25.424232482910156,25.424236297607422,31.139713287353516,3.814697265625e-06,0.8475552797317505,0.8475552201271057,1.0
416:8:000000008,8,data/mtf2025_web_images/00000/000000008.jpg,In this image we can see a plate on the table. On the plate there is a food item.,In this image we can see a plate with food item on it.,mask,0.3,1337,27.125946044921875,28.031963348388672,23.058631896972656,0.9060173034667969,0.7380079627037048,0.7391124963760376,0.9637104272842407
416:9:000000009,9,data/mtf2025_web_images/00000/000000009.jpg,In this image we can see a plate containing food and a tomato.,In this image we can see a plate containing food.,mask,0.3,1337,28.587522506713867,25.873554229736328,32.218082427978516,-2.713968276977539,0.8158522248268127,0.8129040002822876,0.9843051433563232
416:10:000000010,10,data/mtf2025_web_images/00000/000000010.jpg,In this image I can see a sandwich in the box.,"In this image, we can see a sandwich on the table.",mask,0.3,1337,27.63630485534668,28.436071395874023,34.19572067260742,0.7997665405273438,0.8375999927520752,0.8345810174942017,0.9738934636116028
416:11:000000011,11,data/mtf2025_web_images/00000/000000011.jpg,In this image we can see a plate containing food items on the surface.,"In this image, we can see a sandwich on the table.",mask,0.3,1337,25.183311462402344,28.387218475341797,34.0374755859375,3.203907012939453,0.8543574213981628,0.8745224475860596,0.9580144286155701
416:12:000000012,12,data/mtf2025_web_images/00000/000000012.jpg,"In this image we can see a wooden plate containing some food items, a knife and a spoon.","In this image we can see a wooden plate containing a sandwich, tomato, onion, lettuce, and a knife.",mask,0.3,1337,27.833534240722656,32.6970100402832,32.927711486816406,4.863475799560547,0.8128699064254761,0.8338227272033691,0.9581096172332764
416:13:000000014,14,data/mtf2025_web_images/00000/000000014.jpg,In this image we can see a sandwich on the plate.,"In this image, we can see a sandwich and some food items on the plate.",mask,0.3,1337,31.224721908569336,31.331878662109375,28.509389877319336,0.10715675354003906,0.8094218969345093,0.8026735782623291,0.9728096723556519
416:14:000000015,15,data/mtf2025_web_images/00000/000000015.jpg,In this image we can see a sandwich on the plate.,In this image I can see a white color plate on the table. On the plate I can see a sandwich.,mask,0.3,1337,28.162277221679688,28.936874389648438,37.28262710571289,0.77459716796875,0.8533910512924194,0.8333350419998169,0.9523738026618958
416:15:000000016,16,data/mtf2025_web_images/00000/000000016.jpg,In this image there is a table. On the table there is a plate. On the plate there is a sandwich. Beside the plate there is a jar. In the jar there is a drink.,In this image I can see a plate and a jar. On the plate I can see a sandwich and a glass.,mask,0.3,1337,36.070499420166016,33.09638214111328,34.0056037902832,-2.9741172790527344,0.817402720451355,0.8367017507553101,0.9303845167160034
416:16:000000017,17,data/mtf2025_web_images/00000/000000017.jpg,In this image we can see a tray with some food items on it.,In this image I can see a tray which consists of some food items.,mask,0.3,1337,26.307559967041016,25.67672348022461,35.564579010009766,-0.6308364868164062,0.8330173492431641,0.8288889527320862,0.9750162959098816
416:17:000000018,18,data/mtf2025_web_images/00000/000000018.jpg,In this image we can see a plate containing some food items.,In this image we can see a plate containing some food items.,mask,0.3,1337,28.29369354248047,28.29369354248047,43.21563720703125,0.0,0.8467287421226501,0.8467287421226501,0.9999997615814209
416:18:000000019,19,data/mtf2025_web_images/00000/000000019.jpg,In this image we can see a sandwich and tomato slices on the plate.,"In this image I can see a sandwich which is made up of bread, tomato, meat and other vegetables.",mask,0.3,1337,37.41400909423828,36.4703483581543,36.738277435302734,-0.9436607360839844,0.8753086924552917,0.8840870261192322,0.9352165460586548
416:19:000000020,20,data/mtf2025_web_images/00000/000000020.jpg,In this image we can see a sandwich.,This image consists of a sandwich.,mask,0.3,1337,32.71247863769531,32.96904754638672,31.768644332885742,0.25656890869140625,0.8944143652915955,0.8984221816062927,0.9437468647956848
416:20:000000022,22,data/mtf2025_web_images/00000/000000022.jpg,"In this image there is a table, on that table there is a plate, in that plate there is a sandwich, chips and a fruit, in the background there is a table cloth.","In this image I can see a plate which consists of a sandwich, chips and some other food items.",mask,0.3,1337,30.01466941833496,32.34599685668945,31.971607208251953,2.331327438354492,0.8109323382377625,0.832430362701416,0.9105504751205444
416:21:000000023,23,data/mtf2025_web_images/00000/000000023.jpg,A sandwich is on a plate on a white table.,A sandwich is on a plate which is on a white table.,mask,0.3,1337,36.11206817626953,36.12819290161133,39.52320861816406,0.016124725341796875,0.874279797077179,0.8603383898735046,0.9692341685295105
416:22:000000024,24,data/mtf2025_web_images/00000/000000024.jpg,In this image we can see a food item on the plate.,In this image we can see a food item on the plate.,mask,0.3,1337,28.094690322875977,28.094694137573242,35.1092414855957,3.814697265625e-06,0.8416880965232849,0.8416881561279297,1.0
416:23:000000025,25,data/mtf2025_web_images/00000/000000025.jpg,"In this image I can see a plate and on it I can see a sandwich which is in brown, red, green and white color.","In this image, we can see a sandwich on the plate.",mask,0.3,1337,31.58746337890625,30.87247657775879,32.6685791015625,-0.7149868011474609,0.8342044353485107,0.8695845603942871,0.9166227579116821
416:24:000000026,26,data/mtf2025_web_images/00000/000000026.jpg,In this image we can see a sandwich.,In this image we can see a sandwich.,mask,0.3,1337,31.0770263671875,31.0770263671875,33.3875846862793,0.0,0.843305230140686,0.843305230140686,0.9999999403953552
