sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed,clipscore_original,clipscore_perturbed,clipscore_gt,clipscore_drop,bertscore_original,bertscore_perturbed,bertscore_orig_vs_pert
416:0:000000000,0,data/mtf2025_web_images/00000/000000000.jpg,A sandwich with bacon and tomato on a wooden cutting board.,1.,mask,0.7,1337,34.83490753173828,24.181167602539062,34.12458419799805,-10.653739929199219,0.8923572301864624,0.8411661386489868,0.8725306987762451
416:1:000000001,1,data/mtf2025_web_images/00000/000000001.jpg,"A plate of food with bacon, lettuce, and tomatoes on a white plate.",,mask,0.7,1337,36.526851654052734,,33.25613021850586,,0.8237001895904541,,
416:2:000000002,2,data/mtf2025_web_images/00000/000000002.jpg,A plate of food with a sandwich and a side of coleslaw.,1.,mask,0.7,1337,34.096187591552734,23.185745239257812,38.34334182739258,-10.910442352294922,0.9170992970466614,0.8485740423202515,0.8730424642562866
416:3:000000003,3,data/mtf2025_web_images/00000/000000003.jpg,A sandwich with bacon and tomato on a brown tablecloth.,,mask,0.7,1337,33.88584518432617,,32.365692138671875,,0.8411187529563904,,
416:4:000000004,4,data/mtf2025_web_images/00000/000000004.jpg,A sandwich is cut in half and placed on a plate with lettuce and tomato.,144500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,mask,0.7,1337,36.179786682128906,22.729597091674805,34.22566223144531,-13.450189590454102,0.869080126285553,0.7152965068817139,0.7156660556793213
416:5:000000005,5,data/mtf2025_web_images/00000/000000005.jpg,A close up of a sandwich with bacon and tomato on a brown background.,1.,mask,0.7,1337,34.107757568359375,24.492204666137695,35.79680252075195,-9.61555290222168,0.8863688111305237,0.858278751373291,0.865990936756134
416:6:000000006,6,data/mtf2025_web_images/00000/000000006.jpg,"A sandwich with bacon, lettuce, and tomato on a wooden cutting board.",,mask,0.7,1337,36.55127716064453,,40.96153259277344,,0.9206989407539368,,
416:7:000000007,7,data/mtf2025_web_images/00000/000000007.jpg,A sandwich with bacon and lettuce is on a table with a bowl of tomatoes and a cup of mayonnaise.,1.,mask,0.7,1337,36.324058532714844,24.220434188842773,31.139713287353516,-12.10362434387207,0.8465231657028198,0.8568313717842102,0.8533636927604675
416:8:000000008,8,data/mtf2025_web_images/00000/000000008.jpg,"A white plate with a sandwich on it, the sandwich has bacon and tomato on it.",10.,mask,0.7,1337,35.385215759277344,21.12763786315918,23.058631896972656,-14.257577896118164,0.7373296022415161,0.7707576155662537,0.8750731348991394
416:9:000000009,9,data/mtf2025_web_images/00000/000000009.jpg,A white plate with a slice of pizza on it.,1. 100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,mask,0.7,1337,26.773967742919922,21.761577606201172,32.218082427978516,-5.01239013671875,0.8197649121284485,0.7448433637619019,0.7485647797584534
416:10:000000010,10,data/mtf2025_web_images/00000/000000010.jpg,A sandwich is cut in half and placed in a paper bag.,132456789101112131415161718192021,mask,0.7,1337,32.75462341308594,20.773374557495117,34.19572067260742,-11.98124885559082,0.8302560448646545,0.732824981212616,0.750560462474823
416:11:000000011,11,data/mtf2025_web_images/00000/000000011.jpg,A sandwich with bacon and tomato slices on a plate.,1.,mask,0.7,1337,38.136924743652344,24.38572120666504,34.0374755859375,-13.751203536987305,0.8928776979446411,0.8796566128730774,0.8707091808319092
416:12:000000012,12,data/mtf2025_web_images/00000/000000012.jpg,"A wooden cutting board with a variety of food items on it, including a sandwich, tomatoes, lettuce, onions, and bacon.",1.,mask,0.7,1337,35.52933883666992,23.79217529296875,32.927711486816406,-11.737163543701172,0.8355185389518738,0.823003351688385,0.8619429469108582
416:13:000000014,14,data/mtf2025_web_images/00000/000000014.jpg,"A sandwich cut in half is placed on a white plate, with lettuce and tomato visible in the middle of the sandwich.",1.,mask,0.7,1337,33.981204986572266,23.570337295532227,28.509389877319336,-10.410867691040039,0.7850165367126465,0.8294124007225037,0.8542628884315491
416:14:000000015,15,data/mtf2025_web_images/00000/000000015.jpg,"A sandwich with bacon, tomato, lettuce, and ketchup on a white plate.",,mask,0.7,1337,34.0731086730957,,37.28262710571289,,0.8729280233383179,,
416:15:000000016,16,data/mtf2025_web_images/00000/000000016.jpg,"A sandwich is cut in half and placed on a wooden plate, with a glass of lemonade next to it.",1.,mask,0.7,1337,37.469886779785156,21.780719757080078,34.0056037902832,-15.689167022705078,0.8411835432052612,0.8458300828933716,0.8613255023956299
416:16:000000017,17,data/mtf2025_web_images/00000/000000017.jpg,A sandwich with bacon and lettuce is placed on a table with tomatoes and a slice of lemon.,1.,mask,0.7,1337,33.9805793762207,23.172136306762695,35.564579010009766,-10.808443069458008,0.8281720876693726,0.8459916710853577,0.858666181564331
416:17:000000018,18,data/mtf2025_web_images/00000/000000018.jpg,"A plate of food with a slice of bacon, lettuce, and tomato.",100101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,mask,0.7,1337,36.77954864501953,21.519542694091797,43.21563720703125,-15.260005950927734,0.9056437611579895,0.6996714472770691,0.7118747234344482
