sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed,clipscore_original,clipscore_perturbed,clipscore_gt,clipscore_drop,bertscore_original,bertscore_perturbed,bertscore_orig_vs_pert
416:0:000000000,0,data/mtf2025_web_images/00000/000000000.jpg,"A hearty BLT sandwich, layered with crisp bacon, fresh tomato slices, and leafy lettuce on rustic whole-grain bread, sits invitingly on a light wooden cutting board atop a red-and-white checkered tablecloth, with a second slice of bread beside it and blurred background elements including whole tomatoes, more greens, and a small bowl of creamy dressing enhancing the rustic, appetizing scene.","The image displays a chaotic and repetitive pattern of the Chinese characters ""大"" (dà, meaning ""big"") and ""小"" (xiǎo, meaning ""small"") arranged in a dense, overlapping grid that fills the entire frame, creating a visually busy and abstract texture with no discernible central subject or background.",orthogonal,1.0,1337,36.60599136352539,15.719831466674805,34.132938385009766,-20.886159896850586,0.8568220734596252,0.7989063858985901,0.815126895904541
416:1:000000001,1,data/mtf2025_web_images/00000/000000001.jpg,"A top-down view of a deconstructed sandwich or open-faced meal on a white square plate, featuring crispy bacon strips, fresh green lettuce leaves, sliced red tomatoes, and a wedge of yellow cheese arranged in an overlapping, casual composition against a clean white background.","The image displays a grid of 25 identical, small, square panels arranged in a 5x5 layout, each containing a solid, uniform orange color with no discernible objects, patterns, or variations within the individual cells.",orthogonal,1.0,1337,37.54164505004883,18.5509033203125,33.26264190673828,-18.990741729736328,0.804137110710144,0.800762951374054,0.8448206186294556
416:2:000000002,2,data/mtf2025_web_images/00000/000000002.jpg,"A neatly arranged meal on a matte gray plate features a toasted triangular sandwich filled with lettuce, tomato, and creamy chicken salad, accompanied by a side of creamy coleslaw and two glossy cherry tomatoes, all set against a clean white background that emphasizes the fresh, appetizing presentation.","The image is a dense, pixelated mosaic composed of numerous small, dark gray squares arranged in a grid pattern, creating a textured, abstract visual field with no discernible main objects, attributes, or scene due to the extreme fragmentation and lack of resolution.",orthogonal,1.0,1337,42.11170959472656,23.349964141845703,38.33521270751953,-18.76174545288086,0.8569566011428833,0.8035585880279541,0.8313856720924377
416:3:000000003,3,data/mtf2025_web_images/00000/000000003.jpg,"A close-up, appetizing shot features a rustic bacon and tomato sandwich on whole-grain bread, layered with crispy bacon strips, fresh red tomato slices, and crisp green lettuce, all resting on a brown cloth napkin atop a dark wooden surface, with a blurred background hinting at additional fresh ingredients like more tomatoes and greens.","The image displays a chaotic and repetitive pattern of the Chinese characters ""大"" (dà, meaning ""big"") and ""小"" (xiǎo, meaning ""small"") arranged in a dense, overlapping grid, creating a visually busy and somewhat abstract composition with no clear focal point or background context.",orthogonal,1.0,1337,35.95343780517578,16.374765396118164,32.367652893066406,-19.578672409057617,0.8192254304885864,0.778266429901123,0.8238861560821533
416:4:000000004,4,data/mtf2025_web_images/00000/000000004.jpg,"A hearty club sandwich made with toasted whole-grain bread, layered with crispy bacon, fresh lettuce, and tomato slices, is secured with a wooden skewer and served on a white plate alongside a lemon wedge, with a backdrop of vibrant red cherry tomatoes, a whole tomato, and a head of crisp green lettuce, all arranged on a rustic wooden surface to evoke a fresh, appetizing meal.","The image displays a repeating pattern of the word ""Dad"" in a bold, black, sans-serif font, arranged in a grid-like formation against a plain white background.",orthogonal,1.0,1337,37.295066833496094,19.370555877685547,34.22959899902344,-17.924510955810547,0.839293360710144,0.7968658208847046,0.8375461101531982
416:5:000000005,5,data/mtf2025_web_images/00000/000000005.jpg,"Against a rich, dark brown gradient background, a deconstructed burger is artfully arranged in vertical layers: crisp green lettuce leaves crown and base the stack, with two strips of crispy, caramelized bacon nestled above a translucent ring of red onion, all resting atop a vibrant, juicy slice of tomato.","The image displays a grid of 25 identical, small, square panels, each containing a solid, uniform light gray background with no discernible objects, textures, or variations, creating a minimalist and abstract visual field.",orthogonal,1.0,1337,34.91036605834961,21.797657012939453,35.78974533081055,-13.112709045410156,0.8443601727485657,0.8398938179016113,0.8367046117782593
416:6:000000006,6,data/mtf2025_web_images/00000/000000006.jpg,"A towering, mouthwatering BLT sandwich sits proudly on a rustic wooden cutting board, layered with crisp green lettuce, savory crispy bacon strips, and juicy ripe tomato slices, all nestled between two slices of toasted bread and drizzled with creamy mayonnaise.","The image displays a repeating pattern of the Chinese characters “谢谢” (meaning “thank you”) arranged in a grid-like, tiled layout, with each instance of the text rendered in bold black font against a plain white background, creating a clean, minimalist, and visually rhythmic design that emphasizes gratitude through repetition.",orthogonal,1.0,1337,37.67508316040039,14.059776306152344,40.95467758178711,-23.615306854248047,0.8839868307113647,0.8105427026748657,0.81784987449646
416:7:000000007,7,data/mtf2025_web_images/00000/000000007.jpg,"On a rustic wooden cutting board, a hearty open-faced sandwich is assembled with crispy bacon strips layered over creamy mayonnaise on toasted bread, surrounded by fresh ingredients including sliced red tomatoes, a leaf of crisp green lettuce on another slice of bread, a small glass bowl of mayonnaise, a knife with a silver blade, and a white ramekin filled with coarse black pepper, all arranged to suggest a casual, homemade meal in progress.","The image displays a chaotic, repeating pattern of the Chinese characters “大” (dà, meaning “big”) and “事” (shì, meaning “matter” or “thing”), arranged in dense, overlapping rows that create a visually overwhelming and somewhat abstract texture, with no discernible main objects, attributes, or scene beyond the typographic repetition itself.",orthogonal,1.0,1337,34.91282653808594,16.328147888183594,31.14621353149414,-18.584678649902344,0.8265068531036377,0.806728720664978,0.8009819388389587
416:8:000000008,8,data/mtf2025_web_images/00000/000000008.jpg,"A simple, appetizing open-faced sandwich sits centered on a plain white plate atop a light wood-grain table, featuring a slice of toasted bread topped with crispy bacon strips, fresh tomato slices, and a layer of shredded lettuce, all arranged neatly to highlight the savory ingredients under even, soft lighting.","The image is completely blank, showing only a solid white background with no visible objects, attributes, or scene elements to describe.",orthogonal,1.0,1337,32.0538215637207,21.850147247314453,23.055801391601562,-10.20367431640625,0.716059148311615,0.7307690382003784,0.8419947624206543
416:9:000000009,9,data/mtf2025_web_images/00000/000000009.jpg,"A white plate holds two open-faced sandwiches topped with fresh green lettuce, sliced red tomatoes, and strips of crispy bacon, arranged on a clean white surface with a few scattered tomato pieces and crumbs adding to the rustic, appetizing presentation.","The image displays a close-up of a white ceramic mug with a black handle, featuring a bold, black, sans-serif text design that reads ""MUG"" in large letters, with smaller text below it, all set against a plain, light-colored background.",orthogonal,1.0,1337,35.83226013183594,15.056878089904785,32.21418380737305,-20.775382041931152,0.7929325699806213,0.7888140678405762,0.8399344682693481
