sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed,clipscore_original,clipscore_perturbed,clipscore_gt,clipscore_drop,bertscore_original,bertscore_perturbed,bertscore_orig_vs_pert
416:0:000000000,0,data/mtf2025_web_images/00000/000000000.jpg,A sandwich with bacon and tomato on a wooden cutting board.,"A sandwich with bacon and tomato on a wooden cutting board, placed on a dining table.",mask,0.3,1337,34.83490753173828,36.521827697753906,34.12458419799805,1.686920166015625,0.8923571705818176,0.879574179649353,0.9745965003967285
416:1:000000001,1,data/mtf2025_web_images/00000/000000001.jpg,"A plate of food with bacon, lettuce, and tomatoes on a white plate.",A white plate with a sandwich cut in half and bacon on top of it.,mask,0.3,1337,36.526851654052734,33.07512283325195,33.25613021850586,-3.4517288208007812,0.8237001895904541,0.8243275284767151,0.9296715259552002
416:2:000000002,2,data/mtf2025_web_images/00000/000000002.jpg,A plate of food with a sandwich and a side of coleslaw.,A plate of food with a sandwich and a side of tomatoes on a white plate.,mask,0.3,1337,34.096187591552734,36.478759765625,38.34334182739258,2.3825721740722656,0.9170992970466614,0.8745550513267517,0.9562488198280334
416:3:000000003,3,data/mtf2025_web_images/00000/000000003.jpg,A sandwich with bacon and tomato on a brown tablecloth.,A close-up of a bacon and tomato sandwich on a brown tablecloth.,mask,0.3,1337,33.88584518432617,34.47227096557617,32.365692138671875,0.58642578125,0.8411188125610352,0.8398425579071045,0.9631130695343018
416:4:000000004,4,data/mtf2025_web_images/00000/000000004.jpg,A sandwich is cut in half and placed on a plate with lettuce and tomato.,"The image features a delicious sandwich with bacon and tomatoes, placed on a white plate. The sandwich is cut in half, revealing the layers of ingredients. The plate is set on a dining table, accompanied by a knife and a fork. The table is also adorned with a bowl of lettuce, adding a fresh touch to the meal. The overall scene is a delightful display of a well-prepared sandwich and side dish.",mask,0.3,1337,36.179786682128906,37.77862548828125,34.22566223144531,1.5988388061523438,0.869080126285553,0.8453240394592285,0.9036220908164978
416:5:000000005,5,data/mtf2025_web_images/00000/000000005.jpg,A close up of a sandwich with bacon and tomato on a brown background.,"A close-up of a sandwich with bacon and tomato, placed on a brown background.",mask,0.3,1337,34.107757568359375,32.06201934814453,35.79680252075195,-2.0457382202148438,0.8863688111305237,0.8786998391151428,0.9808215498924255
416:6:000000006,6,data/mtf2025_web_images/00000/000000006.jpg,"A sandwich with bacon, lettuce, and tomato on a wooden cutting board.","A large sandwich with bacon and tomato slices on top is sitting on a wooden cutting board. The sandwich is cut in half, revealing the delicious ingredients inside. The sandwich is placed on a dining table, ready to be enjoyed.",mask,0.3,1337,36.55127716064453,37.567684173583984,40.96153259277344,1.0164070129394531,0.9206989407539368,0.8801897168159485,0.9207379221916199
416:7:000000007,7,data/mtf2025_web_images/00000/000000007.jpg,A sandwich with bacon and lettuce is on a wooden table with a bowl of pepper and a cup of mayonnaise.,A sandwich with bacon and tomato on a wooden table with a bowl of sauce and a knife.,mask,0.3,1337,35.862815856933594,33.881431579589844,31.139713287353516,-1.98138427734375,0.8440706133842468,0.8548893332481384,0.9501267671585083
416:8:000000008,8,data/mtf2025_web_images/00000/000000008.jpg,"A white plate with a sandwich on it, the sandwich has bacon and tomato on it.","A white plate with a sandwich on it, which is made of bacon and tomato, is placed on a wooden table.",mask,0.3,1337,35.385215759277344,36.562347412109375,23.058631896972656,1.1771316528320312,0.7373297214508057,0.7292635440826416,0.945847749710083
416:9:000000009,9,data/mtf2025_web_images/00000/000000009.jpg,A white plate with a slice of pizza on it.,"A white plate with two slices of pizza topped with tomatoes and lettuce, sitting on a white table.",mask,0.3,1337,26.773967742919922,34.26497268676758,32.218082427978516,7.491004943847656,0.8197650909423828,0.8110474348068237,0.9418237209320068
416:10:000000010,10,data/mtf2025_web_images/00000/000000010.jpg,A sandwich is cut in half and placed in a paper bag.,"A sandwich is placed in a paper bag, with lettuce and tomato visible on the sandwich.",mask,0.3,1337,32.75462341308594,35.95513153076172,34.19572067260742,3.2005081176757812,0.8302561044692993,0.8267791867256165,0.9405901432037354
416:11:000000011,11,data/mtf2025_web_images/00000/000000011.jpg,A sandwich with bacon and tomato slices on a plate.,"A close-up of a sandwich with bacon and tomatoes on a plate, placed on a dining table.",mask,0.3,1337,38.136924743652344,37.00344467163086,34.0374755859375,-1.1334800720214844,0.8928777575492859,0.8667274117469788,0.9466835856437683
416:12:000000012,12,data/mtf2025_web_images/00000/000000012.jpg,"A wooden cutting board with a variety of food items on it, including a sandwich, tomatoes, lettuce, onions, and bacon.","A wooden cutting board with a variety of food items, including a sandwich, tomatoes, lettuce, and bacon, all arranged on a white background.",mask,0.3,1337,35.52933883666992,37.68004608154297,32.927711486816406,2.150707244873047,0.835518479347229,0.8274360299110413,0.9687968492507935
416:13:000000014,14,data/mtf2025_web_images/00000/000000014.jpg,"A sandwich cut in half is placed on a white plate, with lettuce and tomato visible in the middle of the sandwich.","A sandwich cut in half is placed on a white plate, with a side of chips.",mask,0.3,1337,33.981204986572266,31.663793563842773,28.509389877319336,-2.317411422729492,0.7850164771080017,0.7903123497962952,0.9506927728652954
416:14:000000015,15,data/mtf2025_web_images/00000/000000015.jpg,"A sandwich with bacon, tomato, lettuce, and ketchup on a white plate.","A sandwich with bacon and tomato on a white plate, placed on a red and white checkered tablecloth.",mask,0.3,1337,34.0731086730957,33.97343063354492,37.28262710571289,-0.09967803955078125,0.8729279637336731,0.8486029505729675,0.9344308376312256
416:15:000000016,16,data/mtf2025_web_images/00000/000000016.jpg,"A sandwich is cut in half and placed on a wooden plate, with a glass of lemonade next to it.","A sandwich is cut in half and placed on a wooden plate, with a glass of lemonade next to it.",mask,0.3,1337,37.469886779785156,37.46989440917969,34.0056037902832,7.62939453125e-06,0.8411835432052612,0.8411835432052612,0.9999999403953552
