sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed,clipscore_original,clipscore_perturbed,clipscore_gt,clipscore_drop,bertscore_original,bertscore_perturbed,bertscore_orig_vs_pert
416:0:000000000,0,data/mtf2025_web_images/00000/000000000.jpg,"The image showcases a freshly prepared BLT sandwich with crispy bacon, juicy tomato slices, fresh lettuce, and creamy mayonnaise spread on whole-grain bread, all set on a wooden cutting board against a rustic background featuring additional ingredients like tomatoes and herbs.","可能可能是因为， they, This植物的三 sandwich with sandwich bread again.般, sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again. sandwich bread again 、 The Iberian sandwich is fresh and delicious.",mask,0.7,1337,37.7747917175293,29.615554809570312,34.12458419799805,-8.159236907958984,0.8795191049575806,0.7758363485336304,0.7830187082290649
416:1:000000001,1,data/mtf2025_web_images/00000/000000001.jpg,"The image showcases a fresh BLT sandwich on a white plate, featuring crisp lettuce, juicy tomato slices, crispy bacon strips, and melted cheese, all neatly arranged on a toasted bread base.","a,",mask,0.7,1337,36.550601959228516,23.256328582763672,33.25613021850586,-13.294273376464844,0.8212860226631165,0.8041643500328064,0.7960435152053833
416:2:000000002,2,data/mtf2025_web_images/00000/000000002.jpg,"The image showcases a neatly arranged meal consisting of a toasted sandwich with fresh lettuce and tomato, a serving of creamy chicken salad, and two small cherry tomatoes, all presented on a simple gray plate against a clean white background.","可能可能是因为, an, This возможно",mask,0.7,1337,42.82707214355469,25.07944679260254,38.34334182739258,-17.74762535095215,0.8439088463783264,0.7383375763893127,0.7386621236801147
416:3:000000003,3,data/mtf2025_web_images/00000/000000003.jpg,"The image showcases a delectable bacon sandwich with crispy bacon strips, fresh tomato slices, crisp lettuce, and whole grain bread, all neatly arranged on a dark wooden surface with a blurred background of vegetables, emphasizing the appetizing and rustic presentation.","可能可能的。可能, the第二 another layer. another layer of salad withing a sandwich",mask,0.7,1337,39.72090148925781,27.829160690307617,32.365692138671875,-11.891740798950195,0.8261672258377075,0.7931808233261108,0.8035871982574463
416:4:000000004,4,data/mtf2025_web_images/00000/000000004.jpg,"The image showcases a freshly prepared BLT sandwich served on a white plate, accompanied by a side of sliced tomatoes, a small bowl of mayonnaise, and a whole tomato, all set against a backdrop of fresh lettuce and a wooden table.","可能可能需要，一段可能的进一步提问：关于图片, 请提供更多的上下文或者具体的问题。",mask,0.7,1337,38.44733428955078,21.183406829833984,34.22566223144531,-17.263927459716797,0.8406336307525635,0.738298237323761,0.7476804852485657
416:5:000000005,5,data/mtf2025_web_images/00000/000000005.jpg,"The image showcases a vibrant and appetizing arrangement of fresh ingredients including crisp green lettuce leaves, juicy slices of red tomato, a layer of translucent white onion, and crispy bacon strips, all floating against a dark brown background.",可能可能的。乎,mask,0.7,1337,37.38951873779297,27.016782760620117,35.79680252075195,-10.372735977172852,0.871550440788269,0.7834336161613464,0.7797735333442688
416:6:000000006,6,data/mtf2025_web_images/00000/000000006.jpg,"The image showcases a mouthwatering BLT sandwich, featuring layers of crispy bacon, fresh green lettuce, creamy mayonnaise, and juicy tomato slices, all nestled between two slices of toasted bread, presented on a wooden cutting board.","可能可能牛肉, laminate, 를 사용합니다.可能、otohni lehetőségek nyitódnak. new.",mask,0.7,1337,40.722957611083984,23.422842025756836,40.96153259277344,-17.30011558532715,0.901848554611206,0.7535403966903687,0.7502714395523071
416:7:000000007,7,data/mtf2025_web_images/00000/000000007.jpg,"The image showcases a close-up of a sandwich preparation process, featuring slices of fresh tomato, crispy bacon, and a leafy green lettuce atop a slice of bread spread with creamy mayonnaise, all set against a rustic wooden cutting board, with small bowls of additional ingredients like pepper and a butter knife nearby.","可能, after a bamboo laminate sandwich",mask,0.7,1337,37.076290130615234,23.132482528686523,31.139713287353516,-13.943807601928711,0.8311395049095154,0.8310865759849548,0.8199707865715027
416:8:000000008,8,data/mtf2025_web_images/00000/000000008.jpg,"The image shows a small, square sandwich placed on a white plate, which is set on a light wooden surface. The sandwich consists of crispy bacon strips, slices of fresh tomato, and a layer of green lettuce, all neatly arranged between two pieces of toasted bread.","可能, sandwich, an, sandwich",mask,0.7,1337,35.889488220214844,32.425559997558594,23.058631896972656,-3.46392822265625,0.7185383439064026,0.7333088517189026,0.7831189036369324
416:9:000000009,9,data/mtf2025_web_images/00000/000000009.jpg,"The image showcases a plate with two slices of toasted bread topped with fresh lettuce, juicy tomato slices, and crispy bacon, creating a simple yet appetizing BLT sandwich.","可能, lettuce salad with chicken and salad.4",mask,0.7,1337,34.2304801940918,26.275938034057617,32.218082427978516,-7.95454216003418,0.8155806660652161,0.8110990524291992,0.8450868725776672
