sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed,clipscore_original,clipscore_perturbed,clipscore_gt,clipscore_drop,bertscore_original,bertscore_perturbed,bertscore_orig_vs_pert
416:0:000000000,0,data/mtf2025_web_images/00000/000000000.jpg,A sandwich with bacon and tomato on a wooden cutting board.,A sandwich with bacon and tomato on a wooden cutting board.,lowrank,0.2,1337,34.83490753173828,34.83490753173828,34.12458419799805,0.0,0.8923571705818176,0.8923571705818176,0.9999998211860657
416:1:000000001,1,data/mtf2025_web_images/00000/000000001.jpg,"A plate of food with bacon, lettuce, and tomatoes on a white plate.","A plate of food with bacon, lettuce, and tomatoes on a white plate.",lowrank,0.2,1337,36.526851654052734,36.526851654052734,33.25613021850586,0.0,0.8237001895904541,0.8237001895904541,0.9999999403953552
416:2:000000002,2,data/mtf2025_web_images/00000/000000002.jpg,A plate of food with a sandwich and a side of coleslaw.,A plate of food with a sandwich and a side of coleslaw.,lowrank,0.2,1337,34.096187591552734,34.096187591552734,38.34334182739258,0.0,0.9170992970466614,0.9170992970466614,1.0000001192092896
416:3:000000003,3,data/mtf2025_web_images/00000/000000003.jpg,A sandwich with bacon and tomato on a brown tablecloth.,A sandwich with bacon and tomato on a brown tablecloth.,lowrank,0.2,1337,33.88584518432617,33.88584518432617,32.365692138671875,0.0,0.8411188125610352,0.8411188721656799,0.9999999403953552
416:4:000000004,4,data/mtf2025_web_images/00000/000000004.jpg,A sandwich is cut in half and placed on a plate with lettuce and tomato.,A sandwich is cut in half and placed on a plate with lettuce and tomato.,lowrank,0.2,1337,36.179786682128906,36.179786682128906,34.22566223144531,0.0,0.869080126285553,0.869080126285553,1.0
416:5:000000005,5,data/mtf2025_web_images/00000/000000005.jpg,A close up of a sandwich with bacon and tomato on a brown background.,A close up of a sandwich with bacon and tomato on a brown background.,lowrank,0.2,1337,34.107757568359375,34.107757568359375,35.79680252075195,0.0,0.8863688111305237,0.8863688111305237,0.9999998211860657
416:6:000000006,6,data/mtf2025_web_images/00000/000000006.jpg,"A sandwich with bacon, lettuce, and tomato on a wooden cutting board.","A sandwich with bacon, lettuce, and tomato on a wooden cutting board.",lowrank,0.2,1337,36.55127716064453,36.55127716064453,40.96153259277344,0.0,0.9206989407539368,0.9206989407539368,1.0000001192092896
416:7:000000007,7,data/mtf2025_web_images/00000/000000007.jpg,A sandwich with bacon and lettuce is on a wooden table with a bowl of pepper and a cup of mayonnaise.,A sandwich with bacon and tomato on a wooden table with a bowl of pepper and a knife.,lowrank,0.2,1337,35.862815856933594,34.514225006103516,31.139713287353516,-1.3485908508300781,0.8440706133842468,0.8529075384140015,0.9548909664154053
416:8:000000008,8,data/mtf2025_web_images/00000/000000008.jpg,"A white plate with a sandwich on it, the sandwich has bacon and tomato on it.",A plate of food with a sandwich and a tomato slice on it.,lowrank,0.2,1337,35.385215759277344,32.66962814331055,23.058631896972656,-2.715587615966797,0.7373297214508057,0.7413558959960938,0.9479009509086609
416:9:000000009,9,data/mtf2025_web_images/00000/000000009.jpg,A white plate with a slice of pizza on it.,A white plate with a slice of pizza on it.,lowrank,0.2,1337,26.773967742919922,26.773967742919922,32.218082427978516,0.0,0.8197650909423828,0.8197649121284485,1.0
