sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed,clipscore_original,clipscore_perturbed,clipscore_gt,clipscore_drop,bertscore_original,bertscore_perturbed,bertscore_orig_vs_pert
416:0:000000000,0,data/mtf2025_web_images/00000/000000000.jpg,"The image showcases a freshly prepared BLT sandwich with crispy bacon, juicy tomato slices, fresh lettuce, and creamy mayonnaise spread on whole-grain bread, all set against a rustic wooden cutting board with a plaid tablecloth in the background.","The image showcases a freshly prepared BLT sandwich with crispy bacon, juicy tomato slices, fresh lettuce, and creamy mayonnaise, all nestled between two slices of toasted bread, set against a rustic wooden cutting board with a plaid tablecloth in the background.",lowrank,0.5,1337,39.46046829223633,38.762969970703125,34.12458419799805,-0.6974983215332031,0.8785101771354675,0.8718419671058655,0.9766530394554138
416:1:000000001,1,data/mtf2025_web_images/00000/000000001.jpg,"The image showcases a fresh BLT sandwich on a white plate, featuring crisp lettuce, juicy tomato slices, crispy bacon strips, and melted cheese, all neatly arranged on a toasted bread base.","The image showcases a close-up of a BLT sandwich on a white plate, featuring crispy bacon strips, fresh tomato slices, melted cheese, and crisp lettuce leaves, all neatly arranged on a toasted bread base.",lowrank,0.5,1337,36.550601959228516,36.6666374206543,33.25613021850586,0.11603546142578125,0.8212860822677612,0.8192703127861023,0.9786701798439026
416:2:000000002,2,data/mtf2025_web_images/00000/000000002.jpg,"The image showcases a neatly arranged meal consisting of a toasted sandwich with fresh lettuce and tomato, a serving of creamy chicken salad, and two small cherry tomatoes, all presented on a simple gray plate against a clean white background.","The image showcases a neatly arranged meal consisting of a toasted sandwich with lettuce and tomato, a serving of creamy chicken salad, and two small cherry tomatoes, all presented on a gray plate against a plain white background.",lowrank,0.5,1337,42.82707214355469,42.150848388671875,38.34334182739258,-0.6762237548828125,0.8439089059829712,0.8451665043830872,0.9924544095993042
416:3:000000003,3,data/mtf2025_web_images/00000/000000003.jpg,"The image showcases a close-up of a freshly made BLT sandwich, featuring crispy bacon strips, juicy tomato slices, fresh lettuce, and whole grain bread, all neatly arranged on a dark wooden surface with a blurred background of additional vegetables.","The image showcases a close-up of a freshly made BLT sandwich, featuring crisp bacon strips, juicy tomato slices, fresh lettuce, and whole grain bread, all neatly arranged on a dark wooden surface with a blurred background of additional vegetables.",lowrank,0.5,1337,39.46531295776367,39.15470886230469,32.365692138671875,-0.3106040954589844,0.8505328297615051,0.8509360551834106,0.9992634057998657
416:4:000000004,4,data/mtf2025_web_images/00000/000000004.jpg,"The image showcases a freshly prepared BLT sandwich served on a white plate, accompanied by a side of sliced tomatoes, a small bowl of mayonnaise, and a whole tomato, all set against a backdrop of fresh lettuce and a wooden table.","The image showcases a freshly prepared BLT sandwich served on a white plate, accompanied by a side of sliced tomatoes, a lemon wedge, and a small bowl of mayonnaise, all set against a backdrop of fresh lettuce and additional tomatoes, creating a vibrant and appetizing scene.",lowrank,0.5,1337,38.44733428955078,37.846343994140625,34.22566223144531,-0.6009902954101562,0.8406336307525635,0.8369112610816956,0.9641292691230774
416:5:000000005,5,data/mtf2025_web_images/00000/000000005.jpg,"The image showcases a vibrant arrangement of fresh ingredients for a salad, including crisp green lettuce leaves, crispy bacon strips, a slice of juicy tomato, and translucent slices of red onion, all floating against a dark brown background.","The image showcases a vibrant arrangement of fresh ingredients for a salad, including crisp green lettuce leaves, crispy bacon strips, a slice of juicy tomato, and translucent slices of red onion, all floating against a dark brown background.",lowrank,0.5,1337,35.47412872314453,35.47412872314453,35.79680252075195,0.0,0.8725810050964355,0.8725810050964355,0.9999999403953552
416:6:000000006,6,data/mtf2025_web_images/00000/000000006.jpg,"The image showcases a mouthwatering sandwich made with fresh lettuce, crispy bacon, juicy tomato slices, and creamy mayonnaise, all layered between two slices of whole grain bread, presented on a wooden cutting board.","The image showcases a mouthwatering BLT sandwich, featuring layers of crispy bacon, fresh green lettuce, creamy mayonnaise, and juicy tomato slices, all neatly stacked between two slices of toasted bread, presented on a wooden cutting board.",lowrank,0.5,1337,40.80037307739258,41.513492584228516,40.96153259277344,0.7131195068359375,0.8979935050010681,0.9010263681411743,0.9712785482406616
416:7:000000007,7,data/mtf2025_web_images/00000/000000007.jpg,"The image showcases a close-up of a sandwich preparation process, featuring slices of fresh tomato, crispy bacon, and a leafy green lettuce atop a slice of bread spread with creamy mayonnaise, all set against a rustic wooden cutting board with small bowls of additional ingredients like pepper and a butter knife nearby.","The image showcases a close-up of a sandwich-making process, featuring slices of fresh tomato, crispy bacon, and crisp lettuce arranged on a wooden cutting board alongside a small bowl of mayonnaise and a small dish of black pepper, ready to be added to the bread.",lowrank,0.5,1337,37.04893112182617,37.854610443115234,31.139713287353516,0.8056793212890625,0.8308373689651489,0.8370867371559143,0.9410219788551331
416:8:000000008,8,data/mtf2025_web_images/00000/000000008.jpg,"The image shows a small, square sandwich on a white plate, featuring layers of crispy bacon, fresh tomato slices, and lettuce, all resting on a slice of toasted bread, set against a light wooden table background.","The image shows a small, meticulously crafted sandwich placed on a white plate, which is set against a light wooden surface, creating a simple yet appealing presentation.",lowrank,0.5,1337,37.12504959106445,32.274593353271484,23.058631896972656,-4.850456237792969,0.7240623235702515,0.7294336557388306,0.9180022478103638
416:9:000000009,9,data/mtf2025_web_images/00000/000000009.jpg,"The image showcases a plate with two slices of toasted bread topped with fresh lettuce, sliced tomatoes, and crispy bacon, creating a simple yet appetizing BLT sandwich.","The image showcases a plate with two slices of toasted bread topped with fresh lettuce, juicy tomato slices, and crispy bacon, creating a vibrant and appetizing BLT sandwich.",lowrank,0.5,1337,34.569793701171875,34.206844329833984,32.218082427978516,-0.3629493713378906,0.8166295289993286,0.8165174126625061,0.9840540289878845
416:10:000000010,10,data/mtf2025_web_images/00000/000000010.jpg,"The image shows two club sandwiches nestled in a white paper container lined with parchment paper, featuring layers of lettuce, tomato slices, and possibly bacon or ham, all served on toasted bread, set against a plain white background.","The image shows two club sandwiches nestled in a white paper container lined with parchment paper, placed on a light-colored surface, with fresh ingredients like lettuce, tomato slices, and possibly bacon visible between the layers of bread.",lowrank,0.5,1337,38.684303283691406,36.71565246582031,34.19572067260742,-1.9686508178710938,0.8131791353225708,0.8185936808586121,0.9493156671524048
416:11:000000011,11,data/mtf2025_web_images/00000/000000011.jpg,"The image shows a close-up of a sandwich on a white plate with blue stripes, placed on a dark countertop. The sandwich consists of a slice of bread topped with crispy bacon strips and several slices of fresh tomato, all layered neatly on top of each other.","The image shows a close-up of a sandwich on a white plate with blue trim, placed on a dark countertop. The sandwich consists of a slice of bread topped with crispy bacon strips and several slices of fresh tomato, all layered neatly on top of each other.",lowrank,0.5,1337,36.42183303833008,36.6956901550293,34.0374755859375,0.27385711669921875,0.8412388563156128,0.8418165445327759,0.9950907230377197
416:12:000000012,12,data/mtf2025_web_images/00000/000000012.jpg,"The image showcases a rustic wooden plate filled with fresh ingredients for a sandwich, including crispy bacon strips, juicy sliced tomatoes, a dollop of creamy mayonnaise, crisp lettuce leaves, red onion slices, and two pieces of toasted bread, all arranged neatly on parchment paper.","The image showcases a rustic wooden plate filled with fresh ingredients for a sandwich, including crispy bacon strips, juicy sliced tomatoes, a dollop of creamy mayonnaise, crisp lettuce leaves, a slice of toasted bread, and a small pile of sliced red onions, all arranged neatly on parchment paper.",lowrank,0.5,1337,38.0746955871582,37.429439544677734,32.927711486816406,-0.6452560424804688,0.8167427182197571,0.8131433129310608,0.9871563911437988
416:13:000000014,14,data/mtf2025_web_images/00000/000000014.jpg,"The image showcases a close-up of a freshly made BLT sandwich cut into two triangular halves, served on a white plate with a side of golden-brown potato chips, set against a blurred green outdoor background.","The image showcases a close-up of a classic BLT sandwich cut into two triangular halves, stacked on a white plate, with crispy bacon, fresh tomato slices, and lettuce visible between the toasted bread, accompanied by a side of golden potato chips.",lowrank,0.5,1337,36.94464111328125,35.711952209472656,28.509389877319336,-1.2326889038085938,0.7837048172950745,0.7799991369247437,0.9373373985290527
