sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed,clipscore_original,clipscore_perturbed,clipscore_gt,clipscore_drop,bertscore_original,bertscore_perturbed,bertscore_orig_vs_pert
416:0:000000000,0,data/mtf2025_web_images/00000/000000000.jpg,"In this image we can see a sandwich on the wooden board. In the background we can see tomatoes, lettuce, knife and other objects.","In this image I can see a sandwich which is in brown color, background I can see few tomatoes in red color, few knives in silver color and I can also see few tomatoes in red color.",lowrank,0.1,1337,32.582374572753906,32.065452575683594,34.12458419799805,-0.5169219970703125,0.8721094727516174,0.8278436064720154,0.903624951839447
416:1:000000001,1,data/mtf2025_web_images/00000/000000001.jpg,In this image we can see a plate containing food.,"In this image I can see a food item which is in red, green and yellow color.",lowrank,0.1,1337,27.538755416870117,29.13518524169922,33.25613021850586,1.5964298248291016,0.8272244930267334,0.8131357431411743,0.9280270338058472
416:2:000000002,2,data/mtf2025_web_images/00000/000000002.jpg,"In this image I can see a plate and on it I can see a sandwich, few tomatoes and a salad.","In this image I can see a plate and on it I can see a sandwich, tomatoes and other food.",lowrank,0.1,1337,34.12925720214844,34.665740966796875,38.34334182739258,0.5364837646484375,0.8596215844154358,0.8501209020614624,0.9774148464202881
416:3:000000003,3,data/mtf2025_web_images/00000/000000003.jpg,In this image we can see a sandwich on the table.,In this image I can see a sandwich which is in brown color and I can see some vegetables.,lowrank,0.1,1337,29.132076263427734,30.315593719482422,32.365692138671875,1.1835174560546875,0.8376092910766602,0.8165852427482605,0.9392846822738647
416:4:000000004,4,data/mtf2025_web_images/00000/000000004.jpg,"In this image I can see a plate in the center and on it I can see a sandwich which is made of bread, tomatoes, lettuce and few other things. In the background I can see few tomatoes, few bowls and few other things.","In this image I can see a plate in the center and on it I can see a sandwich which is made of tomatoes, lettuce, tomatoes and few other things. In the background I can see few tomatoes, few other vegetables and few other things.",lowrank,0.1,1337,33.844261169433594,34.684974670410156,34.22566223144531,0.8407135009765625,0.8344791531562805,0.8337961435317993,0.9828447699546814
416:5:000000005,5,data/mtf2025_web_images/00000/000000005.jpg,In this image we can see a food item.,In this image we can see a food item.,lowrank,0.1,1337,28.85335350036621,28.85335350036621,35.79680252075195,0.0,0.847553551197052,0.847553551197052,1.0
416:6:000000006,6,data/mtf2025_web_images/00000/000000006.jpg,In this image I can see a sandwich on the wooden board.,In this image we can see a sandwich.,lowrank,0.1,1337,28.762775421142578,29.887950897216797,40.96153259277344,1.1251754760742188,0.858159065246582,0.8636978268623352,0.9653692841529846
416:7:000000007,7,data/mtf2025_web_images/00000/000000007.jpg,"In this image we can see a table. On the table there are some food items, a knife and a bowl.",In this image we can see a table. On the table there are some food items.,lowrank,0.1,1337,25.424232482910156,26.140426635742188,31.139713287353516,0.7161941528320312,0.8475552797317505,0.8518243432044983,0.980745255947113
416:8:000000008,8,data/mtf2025_web_images/00000/000000008.jpg,In this image we can see a plate on the table. On the plate there is a food item.,"In this image I can see a plate and on it I can see a sandwich which is in brown, red and green color.",lowrank,0.1,1337,27.125946044921875,31.138961791992188,23.058631896972656,4.0130157470703125,0.7380079627037048,0.720848560333252,0.9211409091949463
416:9:000000009,9,data/mtf2025_web_images/00000/000000009.jpg,In this image we can see a plate containing food and a tomato.,In this image we can see a plate containing food.,lowrank,0.1,1337,28.587522506713867,25.873554229736328,32.218082427978516,-2.713968276977539,0.8158522248268127,0.8129040002822876,0.9843051433563232
416:10:000000010,10,data/mtf2025_web_images/00000/000000010.jpg,In this image I can see a sandwich in the box.,In this image I can see a food item in the paper.,lowrank,0.1,1337,27.63630485534668,28.72464370727539,34.19572067260742,1.088338851928711,0.8375999927520752,0.8174110054969788,0.9625290632247925
416:11:000000011,11,data/mtf2025_web_images/00000/000000011.jpg,In this image we can see a plate containing food items on the surface.,"In this image I can see a food item which is in brown, red and white color.",lowrank,0.1,1337,25.183311462402344,25.302623748779297,34.0374755859375,0.11931228637695312,0.8543574213981628,0.8302894830703735,0.9254008531570435
416:12:000000012,12,data/mtf2025_web_images/00000/000000012.jpg,"In this image we can see a wooden plate containing some food items, a knife and a spoon.","In this image we can see a wooden plate containing a sandwich, tomato, onion, lettuce, bread, butter, and some other food items.",lowrank,0.1,1337,27.833534240722656,33.05424880981445,32.927711486816406,5.220714569091797,0.8128699064254761,0.8283469080924988,0.9499751329421997
416:13:000000014,14,data/mtf2025_web_images/00000/000000014.jpg,In this image we can see a sandwich on the plate.,In this image we can see a sandwich and some food items on the plate.,lowrank,0.1,1337,31.224721908569336,31.22458839416504,28.509389877319336,-0.000133514404296875,0.8094218969345093,0.802861750125885,0.9762097001075745
