sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed
416:0:000000000,000000000,data/mtf2025_web_images/00000/000000000.jpg,"A hearty BLT sandwich, layered with crisp bacon, fresh tomato slices, and leafy lettuce on rustic whole-grain bread, sits invitingly on a light wooden cutting board atop a red-and-white checkered tablecloth, with a second slice of bread beside it and blurred background elements including whole tomatoes, more greens, and a small bowl of creamy dressing enhancing the rustic, appetizing scene.","A rustic, open-faced bacon and tomato sandwich sits on a wooden cutting board atop a red-and-white checkered tablecloth, featuring thick slices of crispy bacon layered over juicy tomato wedges and fresh green lettuce on a slice of dark rye bread, with a whole tomato, leafy greens, and a small bowl of creamy spread blurred in the background to evoke a cozy, homemade picnic or breakfast scene.",mask,0.3,1337
416:1:000000001,000000001,data/mtf2025_web_images/00000/000000001.jpg,"A top-down view of a deconstructed sandwich or open-faced meal on a white square plate, featuring crispy bacon strips, fresh green lettuce leaves, sliced red tomatoes, and a wedge of yellow cheese arranged in an overlapping, casual composition against a clean white background.","A white square plate holds an open-faced sandwich or burger patty topped with crispy bacon strips, fresh green lettuce leaves, and juicy red tomato wedges, all arranged neatly against a clean white background.",mask,0.3,1337
416:2:000000002,000000002,data/mtf2025_web_images/00000/000000002.jpg,"A neatly arranged meal on a matte gray plate features a toasted triangular sandwich filled with lettuce, tomato, and creamy chicken salad, accompanied by a side of creamy coleslaw and two glossy cherry tomatoes, all set against a clean white background that emphasizes the fresh, appetizing presentation.","A neatly arranged meal on a matte gray plate features a toasted triangular sandwich filled with lettuce, tomato, and creamy filling, accompanied by a scoop of creamy potato salad and two glossy cherry tomatoes, all set against a clean white background that emphasizes the food’s textures and colors.",mask,0.3,1337
416:3:000000003,000000003,data/mtf2025_web_images/00000/000000003.jpg,"A close-up, appetizing shot features a rustic bacon and tomato sandwich on whole-grain bread, layered with crispy bacon strips, fresh red tomato slices, and crisp green lettuce, all resting on a brown cloth napkin atop a dark wooden surface, with a blurred background hinting at additional fresh ingredients like more tomatoes and greens.","A close-up, appetizing shot features a hearty sandwich made with rustic whole-grain bread, layered with crispy, golden-brown bacon strips, fresh red tomato slices, and crisp green lettuce, all resting on a textured brown cloth napkin with a blurred background hinting at additional fresh ingredients like more tomatoes and greens.",mask,0.3,1337
416:4:000000004,000000004,data/mtf2025_web_images/00000/000000004.jpg,"A hearty club sandwich made with toasted whole-grain bread, layered with crispy bacon, fresh lettuce, and tomato slices, is secured with a wooden skewer and served on a white plate alongside a lemon wedge, with a backdrop of vibrant red cherry tomatoes, a whole tomato, and a head of crisp green lettuce, all arranged on a rustic wooden surface to evoke a fresh, appetizing meal.","A hearty sandwich made with dark rye bread, layered with crispy bacon, fresh green lettuce, and a slice of tomato, is secured with a wooden skewer and presented on a white plate alongside a pickle spear, surrounded by vibrant red cherry tomatoes and a head of crisp lettuce on a rustic wooden surface.",mask,0.3,1337
416:5:000000005,000000005,data/mtf2025_web_images/00000/000000005.jpg,"Against a rich, dark brown gradient background, a deconstructed burger is artfully arranged in vertical layers: crisp green lettuce leaves crown and base the stack, with two strips of crispy, caramelized bacon nestled above a translucent ring of red onion, all resting atop a vibrant, juicy slice of tomato.","Against a rich, dark brown gradient background, a deconstructed burger is artfully arranged in vertical layers: crisp green lettuce leaves crown the top, followed by two strips of crispy, caramelized bacon, then translucent purple onion rings, a vibrant red tomato slice, and finally another bed of fresh lettuce at the base — all isolated to emphasize their textures and colors as if suspended in mid-air for culinary presentation.",mask,0.3,1337
416:6:000000006,000000006,data/mtf2025_web_images/00000/000000006.jpg,"A towering, mouthwatering BLT sandwich sits proudly on a rustic wooden cutting board, layered with crisp green lettuce, savory crispy bacon strips, and juicy ripe tomato slices, all nestled between two slices of toasted bread and drizzled with creamy mayonnaise.","A towering, mouthwatering BLT sandwich sits proudly on a rustic wooden cutting board, its layers of crisp bacon, fresh lettuce, and juicy tomato slices peeking out from between two slices of toasted bread, with a drizzle of creamy mayonnaise adding richness to the vibrant, appetizing display.",mask,0.3,1337
416:7:000000007,000000007,data/mtf2025_web_images/00000/000000007.jpg,"On a rustic wooden cutting board, a hearty open-faced sandwich is assembled with crispy bacon strips layered over creamy mayonnaise on toasted bread, surrounded by fresh ingredients including sliced red tomatoes, a leaf of crisp green lettuce on another slice of bread, a small glass bowl of mayonnaise, a knife with a silver blade, and a white ramekin filled with coarse black pepper, all arranged to suggest a casual, homemade meal in progress.","On a rustic wooden cutting board, a hearty breakfast sandwich is being assembled with crispy bacon strips layered over a slice of toasted bread spread with creamy mayonnaise, surrounded by fresh tomato slices, a small bowl of black pepper, and another slice of bread topped with crisp green lettuce, all arranged to evoke a warm, homemade morning meal.",mask,0.3,1337
416:8:000000008,000000008,data/mtf2025_web_images/00000/000000008.jpg,"A simple, appetizing open-faced sandwich sits centered on a plain white plate atop a light wood-grain table, featuring a slice of toasted bread topped with crispy bacon strips, fresh tomato slices, and a layer of shredded lettuce, all arranged neatly to highlight the savory ingredients under even, soft lighting.","A white plate holds a hearty open-faced sandwich featuring crispy bacon strips layered over fresh tomato slices and crisp lettuce, all resting on a slice of toasted bread, set against a light wood-grain table surface.",mask,0.3,1337
416:9:000000009,000000009,data/mtf2025_web_images/00000/000000009.jpg,"A white plate holds two open-faced sandwiches topped with fresh green lettuce, sliced red tomatoes, and strips of crispy bacon, arranged on a clean white surface with a few scattered tomato pieces and crumbs adding to the rustic, appetizing presentation.","A white plate holds two rustic slices of toasted bread topped with fresh green lettuce, juicy red tomato wedges, and crispy browned bacon bits, arranged casually against a clean, bright white background that emphasizes the vibrant colors and textures of the open-faced sandwich.",mask,0.3,1337
416:10:000000010,000000010,data/mtf2025_web_images/00000/000000010.jpg,"A freshly assembled club sandwich, cut diagonally into two halves and nestled in a white paper-lined cardboard tray, reveals layers of toasted bread, crisp lettuce, juicy tomato slices, and savory bacon or ham, all presented on a clean, bright white surface that emphasizes its appetizing, casual-dining appeal.","A freshly prepared club sandwich, cut diagonally into two halves and nestled in a white paper-lined cardboard tray, is artfully arranged on a clean white surface, showcasing its layers of toasted bread, crisp lettuce, juicy tomato slices, savory bacon, and creamy mayonnaise.",mask,0.3,1337
416:11:000000011,000000011,data/mtf2025_web_images/00000/000000011.jpg,"A homemade sandwich is assembled on a white plate with blue rim, featuring two slices of toasted white bread — the top slice topped with four thick, juicy red tomato slices, and the bottom slice layered with several strips of crispy, browned bacon — all resting on a dark speckled countertop.","A close-up, slightly high-angle shot shows an open-faced sandwich on a white plate with blue stripes, resting on a dark speckled countertop; the bottom slice of white bread is topped with several strips of crispy, browned bacon, while the top slice holds four thick, juicy red tomato slices arranged in a square pattern.",mask,0.3,1337
416:12:000000012,000000012,data/mtf2025_web_images/00000/000000012.jpg,"A rustic wooden platter holds a gourmet sandwich spread featuring two slices of toasted whole-grain bread, crispy dark bacon strips, a whole red tomato and a sliced one, fresh green lettuce leaves, thinly sliced red onions, a dollop of creamy white sauce (likely mayonnaise or aioli), and a small knife with a wooden handle resting beside the ingredients — all arranged on parchment paper for an elegant, ready-to-assemble presentation.","A rustic wooden platter holds a gourmet breakfast or brunch spread, featuring two slices of golden-brown toasted bread, a whole ripe tomato, a halved tomato, a head of crisp green lettuce, thinly sliced red onions, a dollop of creamy white sauce (likely mayonnaise or aioli), and several strips of crispy, dark-brown bacon—all artfully arranged on parchment paper against a clean, light background.",mask,0.3,1337
416:13:000000014,000000014,data/mtf2025_web_images/00000/000000014.jpg,"A close-up, appetizing shot features a classic club sandwich cut into four triangular halves and stacked neatly on a white plate, showcasing layers of toasted whole-grain bread, crispy bacon, fresh lettuce, ripe tomato slices, and melted cheese, with a small garnish of potato chips perched atop the center, all set against a softly blurred green background that suggests an outdoor or garden setting.","Two triangular halves of a layered club sandwich, made with toasted whole-grain bread and filled with crispy bacon, fresh lettuce, ripe tomato slices, and melted cheese, are arranged side by side on a white plate against a softly blurred green background.",mask,0.3,1337
416:14:000000015,000000015,data/mtf2025_web_images/00000/000000015.jpg,"A simple open-faced sandwich sits on a white square plate, featuring a slice of toasted bread topped with crisp green lettuce, a thick juicy red tomato slice, and several strips of cooked bacon, all arranged on a classic red-and-white checkered tablecloth that evokes a casual picnic or diner atmosphere.","A simple open-faced sandwich sits on a white square plate, featuring a slice of whole-grain bread topped with crisp green lettuce, a thick juicy red tomato slice, and two strips of golden-brown crispy bacon, all presented against a classic red-and-white checkered tablecloth that evokes a casual picnic or diner atmosphere.",mask,0.3,1337
416:15:000000016,000000016,data/mtf2025_web_images/00000/000000016.jpg,"A rustic wooden plate holds a generously layered club sandwich cut into quarters, revealing fresh lettuce, tomato, bacon, and turkey between toasted multigrain bread, accompanied by a side of golden potato chips, all set on a marble countertop beside a mason jar filled with a pale yellow lemonade garnished with a lime wedge and strawberry, evoking a casual, summery lunch scene.","A rustic wooden platter holds a hearty, multi-layered sandwich cut in half — revealing fresh lettuce, ripe tomato slices, crispy bacon, and creamy spread — accompanied by golden potato chips, all set on a marble countertop beside a refreshing glass of lemonade garnished with a lime wedge and strawberry, evoking a casual, summery lunch scene.",mask,0.3,1337
416:16:000000017,000000017,data/mtf2025_web_images/00000/000000017.jpg,"A rustic, open-faced sandwich sits center stage on a weathered metal baking sheet, layered with crispy dark bacon, fresh green lettuce, and creamy avocado spread atop a slice of toasted bread, surrounded by an artful scattering of vibrant cherry tomatoes in red, yellow, and green hues—some whole, some halved to reveal juicy interiors—creating a colorful, appetizing still life that evokes farm-to-table freshness and artisanal culinary craftsmanship.","A rustic, artisanal sandwich made with toasted bread, layered with creamy avocado spread, fresh green lettuce, and several strips of crispy, dark-brown bacon, is artfully arranged on a weathered, textured metal surface surrounded by an assortment of vibrant cherry tomatoes in various stages of ripeness — some whole, some halved to reveal juicy red interiors, others sliced into rounds — creating a colorful, appetizing still-life composition that emphasizes freshness and homemade appeal.",mask,0.3,1337
416:17:000000018,000000018,data/mtf2025_web_images/00000/000000018.jpg,"A close-up, top-down view of a white rectangular plate holding three distinct food items: on the left, two strips of crispy, reddish-brown bacon with visible fat and texture; in the center, a fresh, crisp green lettuce leaf with ruffled edges and a pale yellow-white core; and on the right, two thick, juicy slices of red tomato with glistening seeds and vibrant flesh, all arranged neatly against a soft-focus beige background.","A close-up, slightly angled shot displays a simple salad arrangement on a white plate, featuring a crisp green lettuce leaf as the centerpiece, flanked by two thick, juicy red tomato slices on the right and a piece of cooked, reddish-brown bacon on the left, all set against a neutral beige background with a subtle watermark overlay.",mask,0.3,1337
416:18:000000019,000000019,data/mtf2025_web_images/00000/000000019.jpg,"A close-up, appetizing shot features a freshly made club sandwich cut in half and stacked on a white plate, revealing layers of toasted bread, crisp lettuce, juicy tomato slices, and savory ham or turkey, with additional vibrant red tomato wedges artfully arranged beside it to enhance the visual appeal.","A close-up, appetizing shot features a freshly made club sandwich cut into quarters and arranged on a white plate, showcasing layers of toasted bread, crisp lettuce, juicy tomato slices, and savory ham or turkey, with two additional tomato wedges placed beside it for garnish.",mask,0.3,1337
