sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed
416:0:000000000,000000000,data/mtf2025_web_images/00000/000000000.jpg,"A hearty BLT sandwich, layered with crisp bacon, fresh tomato slices, and leafy lettuce on rustic whole-grain bread, sits invitingly on a light wooden cutting board atop a red-and-white checkered tablecloth, with a second slice of bread beside it and blurred background elements including whole tomatoes, more greens, and a small bowl of creamy dressing enhancing the rustic, appetizing scene.","A freshly assembled BLT sandwich sits on a light wooden cutting board, layered with crisp bacon, ripe tomato slices, and fresh green lettuce atop a slice of rustic whole-grain bread, with a second bread slice beside it and a blurred background of whole tomatoes, leafy greens, and a small bowl of creamy dressing enhancing the rustic, appetizing scene.",lowrank,0.2,1337
416:1:000000001,000000001,data/mtf2025_web_images/00000/000000001.jpg,"A top-down view of a deconstructed sandwich or open-faced meal on a white square plate, featuring crispy bacon strips, fresh green lettuce leaves, sliced red tomatoes, and a wedge of yellow cheese arranged in an overlapping, casual composition against a clean white background.","A top-down view of a deconstructed open-faced sandwich or burger on a white square plate, featuring crispy bacon strips, fresh green lettuce leaves, juicy red tomato wedges, and a slice of yellow cheese arranged in a colorful, appetizing pile.",lowrank,0.2,1337
416:2:000000002,000000002,data/mtf2025_web_images/00000/000000002.jpg,"A neatly arranged meal on a matte gray plate features a toasted triangular sandwich filled with lettuce, tomato, and creamy chicken salad, accompanied by a side of creamy coleslaw and two glossy cherry tomatoes, all set against a clean white background that emphasizes the fresh, appetizing presentation.","A neatly arranged meal on a matte gray plate features a toasted triangular sandwich filled with layers of fresh lettuce, creamy white filling (possibly tuna or chicken salad), and a hint of tomato, accompanied by a generous scoop of creamy potato salad and two glossy cherry tomatoes, all set against a clean, minimalist background that emphasizes the food’s textures and colors.",lowrank,0.2,1337
416:3:000000003,000000003,data/mtf2025_web_images/00000/000000003.jpg,"A close-up, appetizing shot features a rustic bacon and tomato sandwich on whole-grain bread, layered with crispy bacon strips, fresh red tomato slices, and crisp green lettuce, all resting on a brown cloth napkin atop a dark wooden surface, with a blurred background hinting at additional fresh ingredients like more tomatoes and greens.","A close-up, appetizing shot features a rustic sandwich made with whole-grain bread, layered with crispy bacon, fresh green lettuce, and juicy red tomato slices, resting on a brown cloth napkin atop a wooden surface, with a blurred background hinting at additional fresh ingredients like more tomatoes and greens.",lowrank,0.2,1337
416:4:000000004,000000004,data/mtf2025_web_images/00000/000000004.jpg,"A hearty club sandwich made with toasted whole-grain bread, layered with crispy bacon, fresh lettuce, and tomato slices, is secured with a wooden skewer and served on a white plate alongside a lemon wedge, with a backdrop of vibrant red cherry tomatoes, a whole tomato, and a head of crisp green lettuce, all arranged on a rustic wooden surface to evoke a fresh, appetizing meal.","A hearty sandwich made with whole-grain bread, layered with crispy bacon, fresh lettuce, and tomato slices, is secured with a wooden skewer and presented on a white plate alongside a lemon wedge, surrounded by vibrant red cherry tomatoes, a whole tomato, and a backdrop of crisp green lettuce leaves, all arranged on a rustic burlap surface to evoke a fresh, homemade meal.",lowrank,0.2,1337
416:5:000000005,000000005,data/mtf2025_web_images/00000/000000005.jpg,"Against a rich, dark brown gradient background, a deconstructed burger is artfully arranged in vertical layers: crisp green lettuce leaves crown and base the stack, with two strips of crispy, caramelized bacon nestled above a translucent ring of red onion, all resting atop a vibrant, juicy slice of tomato.","Against a rich, dark brown gradient background, a deconstructed burger is artfully arranged in vertical layers: crisp green lettuce leaves crown and base the stack, with savory crispy bacon strips nestled above translucent purple onion rings, all anchored by a vibrant red tomato slice at the center, creating a visually appealing, ingredient-focused composition that highlights freshness and texture.",lowrank,0.2,1337
416:6:000000006,000000006,data/mtf2025_web_images/00000/000000006.jpg,"A towering, mouthwatering BLT sandwich sits proudly on a rustic wooden cutting board, layered with crisp green lettuce, savory crispy bacon strips, and juicy ripe tomato slices, all nestled between two slices of toasted bread and drizzled with creamy mayonnaise.","A towering, mouthwatering club sandwich is artfully stacked on a rustic wooden cutting board, featuring thick slices of ripe red tomato, crispy golden-brown bacon, fresh crisp green lettuce, and creamy white mayonnaise nestled between layers of toasted brown bread, all glistening slightly as if freshly assembled and ready to be enjoyed.",lowrank,0.2,1337
416:7:000000007,000000007,data/mtf2025_web_images/00000/000000007.jpg,"On a rustic wooden cutting board, a hearty open-faced sandwich is assembled with crispy bacon strips layered over creamy mayonnaise on toasted bread, surrounded by fresh ingredients including sliced red tomatoes, a leaf of crisp green lettuce on another slice of bread, a small glass bowl of mayonnaise, a knife with a silver blade, and a white ramekin filled with coarse black pepper, all arranged to suggest a casual, homemade meal in progress.","On a rustic wooden cutting board, a classic BLT sandwich is being assembled with crispy bacon strips layered over creamy mayonnaise on toasted bread, accompanied by fresh tomato slices, crisp lettuce on another slice of bread, a small bowl of whole black pepper, and a knife resting beside a jar of mayonnaise — all arranged to evoke a homemade, appetizing meal.",lowrank,0.2,1337
416:8:000000008,000000008,data/mtf2025_web_images/00000/000000008.jpg,"A simple, appetizing open-faced sandwich sits centered on a plain white plate atop a light wood-grain table, featuring a slice of toasted bread topped with crispy bacon strips, fresh tomato slices, and a layer of shredded lettuce, all arranged neatly to highlight the savory ingredients under even, soft lighting.","A simple, rustic sandwich made with whole-grain bread, layered with crispy bacon, fresh tomato slices, and shredded lettuce, sits centered on a plain white plate atop a light wood-grain table, evoking a casual, homemade meal.",lowrank,0.2,1337
416:9:000000009,000000009,data/mtf2025_web_images/00000/000000009.jpg,"A white plate holds two open-faced sandwiches topped with fresh green lettuce, sliced red tomatoes, and strips of crispy bacon, arranged on a clean white surface with a few scattered tomato pieces and crumbs adding to the rustic, appetizing presentation.","A white plate holds two open-faced sandwiches topped with fresh green lettuce, sliced red tomatoes, and strips of crispy bacon, arranged on a clean white background that emphasizes the vibrant colors and appetizing presentation of the meal.",lowrank,0.2,1337
