sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed
416:0:000000000,000000000,data/mtf2025_web_images/00000/000000000.jpg,"A hearty BLT sandwich, layered with crisp bacon, fresh tomato slices, and leafy lettuce on rustic whole-grain bread, sits invitingly on a light wooden cutting board atop a red-and-white checkered tablecloth, with a second slice of bread beside it and blurred background elements including whole tomatoes, more greens, and a small bowl of creamy dressing enhancing the rustic, appetizing scene.","A close-up, slightly blurred image showcases a fresh sandwich made with thick slices of rustic bread, generously layered with vibrant red tomato slices and melted white cheese, all resting on a wooden surface that adds warmth to the composition.",lowrank,0.01,1337
416:1:000000001,000000001,data/mtf2025_web_images/00000/000000001.jpg,"A top-down view of a deconstructed sandwich or open-faced meal on a white square plate, featuring crispy bacon strips, fresh green lettuce leaves, sliced red tomatoes, and a wedge of yellow cheese arranged in an overlapping, casual composition against a clean white background.","A close-up, top-down view of a fresh salad composed of crisp, bright green lettuce leaves and vibrant red tomato slices, artfully arranged on a white plate with a subtle textured rim, creating a clean and appetizing presentation against a neutral background.",lowrank,0.01,1337
416:2:000000002,000000002,data/mtf2025_web_images/00000/000000002.jpg,"A neatly arranged meal on a matte gray plate features a toasted triangular sandwich filled with lettuce, tomato, and creamy chicken salad, accompanied by a side of creamy coleslaw and two glossy cherry tomatoes, all set against a clean white background that emphasizes the fresh, appetizing presentation.","A close-up, symmetrical photograph features two identical halves of a toasted bread roll, each generously filled with creamy, pale yellow mashed potatoes and topped with a glossy, light-brown sauce—possibly a vinaigrette or aioli—creating a simple yet appetizing sandwich presentation against a neutral background.",lowrank,0.01,1337
416:3:000000003,000000003,data/mtf2025_web_images/00000/000000003.jpg,"A close-up, appetizing shot features a rustic bacon and tomato sandwich on whole-grain bread, layered with crispy bacon strips, fresh red tomato slices, and crisp green lettuce, all resting on a brown cloth napkin atop a dark wooden surface, with a blurred background hinting at additional fresh ingredients like more tomatoes and greens.","A close-up, top-down view of a freshly assembled sandwich featuring thick-cut, crispy bacon strips layered over a soft, toasted bun with visible sesame seeds, all glistening slightly as if lightly dressed or buttered, creating a rich, savory texture that suggests a hearty, indulgent meal.",lowrank,0.01,1337
416:4:000000004,000000004,data/mtf2025_web_images/00000/000000004.jpg,"A hearty club sandwich made with toasted whole-grain bread, layered with crispy bacon, fresh lettuce, and tomato slices, is secured with a wooden skewer and served on a white plate alongside a lemon wedge, with a backdrop of vibrant red cherry tomatoes, a whole tomato, and a head of crisp green lettuce, all arranged on a rustic wooden surface to evoke a fresh, appetizing meal.","A close-up, slightly blurred image showcases a fresh sandwich made with a soft white bread roll, generously filled with vibrant green lettuce leaves and topped with a slice of red tomato, all arranged on a rustic wooden surface that adds warmth and texture to the scene.",lowrank,0.01,1337
416:5:000000005,000000005,data/mtf2025_web_images/00000/000000005.jpg,"Against a rich, dark brown gradient background, a deconstructed burger is artfully arranged in vertical layers: crisp green lettuce leaves crown and base the stack, with two strips of crispy, caramelized bacon nestled above a translucent ring of red onion, all resting atop a vibrant, juicy slice of tomato.","The image displays a vertical stack of eight thin, translucent slices of red onion arranged in a staggered, overlapping pattern against a plain white background, with each slice revealing the layered, purplish-red flesh and pale outer edges characteristic of raw onion rings.",lowrank,0.01,1337
416:6:000000006,000000006,data/mtf2025_web_images/00000/000000006.jpg,"A towering, mouthwatering BLT sandwich sits proudly on a rustic wooden cutting board, layered with crisp green lettuce, savory crispy bacon strips, and juicy ripe tomato slices, all nestled between two slices of toasted bread and drizzled with creamy mayonnaise.","A towering, mouthwatering burger is stacked high with thick, juicy slices of fresh tomato layered between golden-brown toasted buns, creating a vibrant, appetizing display of crisp textures and rich reds against the warm tones of the bread.",lowrank,0.01,1337
416:7:000000007,000000007,data/mtf2025_web_images/00000/000000007.jpg,"On a rustic wooden cutting board, a hearty open-faced sandwich is assembled with crispy bacon strips layered over creamy mayonnaise on toasted bread, surrounded by fresh ingredients including sliced red tomatoes, a leaf of crisp green lettuce on another slice of bread, a small glass bowl of mayonnaise, a knife with a silver blade, and a white ramekin filled with coarse black pepper, all arranged to suggest a casual, homemade meal in progress.","A close-up, top-down view of a rustic wooden cutting board holding six thick slices of toasted bread, each generously topped with a layer of creamy white cheese (likely mozzarella or provolone) and scattered with fresh, vibrant green basil leaves, creating an appetizing and simple open-faced sandwich or bruschetta-style presentation.",lowrank,0.01,1337
416:8:000000008,000000008,data/mtf2025_web_images/00000/000000008.jpg,"A simple, appetizing open-faced sandwich sits centered on a plain white plate atop a light wood-grain table, featuring a slice of toasted bread topped with crispy bacon strips, fresh tomato slices, and a layer of shredded lettuce, all arranged neatly to highlight the savory ingredients under even, soft lighting.","A close-up, top-down view of a simple sandwich made with two slices of white bread, each lightly toasted and spread with a thin layer of butter or margarine, with a single slice of pinkish-white deli meat—likely ham or turkey—placed between them, resting on a plain surface under even lighting that highlights the soft textures and subtle sheen of the ingredients.",lowrank,0.01,1337
416:9:000000009,000000009,data/mtf2025_web_images/00000/000000009.jpg,"A white plate holds two open-faced sandwiches topped with fresh green lettuce, sliced red tomatoes, and strips of crispy bacon, arranged on a clean white surface with a few scattered tomato pieces and crumbs adding to the rustic, appetizing presentation.","A close-up, top-down view of a rustic wooden plate holding several overlapping slices of fresh tomato, each glistening with a light dressing and garnished with delicate green herbs, likely basil or parsley, creating a vibrant, appetizing display of simple, colorful ingredients under bright, natural lighting.",lowrank,0.01,1337
416:10:000000010,000000010,data/mtf2025_web_images/00000/000000010.jpg,"A freshly assembled club sandwich, cut diagonally into two halves and nestled in a white paper-lined cardboard tray, reveals layers of toasted bread, crisp lettuce, juicy tomato slices, and savory bacon or ham, all presented on a clean, bright white surface that emphasizes its appetizing, casual-dining appeal.","A close-up, slightly angled view of a freshly assembled sandwich nestled in a white paper wrapper, revealing layers of crisp lettuce, creamy mayonnaise, and a golden-brown bread roll with visible texture, all set against a neutral background that emphasizes the sandwich’s appetizing, rustic presentation.",lowrank,0.01,1337
416:11:000000011,000000011,data/mtf2025_web_images/00000/000000011.jpg,"A homemade sandwich is assembled on a white plate with blue rim, featuring two slices of toasted white bread — the top slice topped with four thick, juicy red tomato slices, and the bottom slice layered with several strips of crispy, browned bacon — all resting on a dark speckled countertop.","A stack of six perfectly round, golden-brown slices of toasted bread—likely sourdough or artisanal white bread with a crisp crust and soft interior—is neatly piled one atop another, showcasing their uniform shape and warm, inviting color against a neutral background.",lowrank,0.01,1337
416:12:000000012,000000012,data/mtf2025_web_images/00000/000000012.jpg,"A rustic wooden platter holds a gourmet sandwich spread featuring two slices of toasted whole-grain bread, crispy dark bacon strips, a whole red tomato and a sliced one, fresh green lettuce leaves, thinly sliced red onions, a dollop of creamy white sauce (likely mayonnaise or aioli), and a small knife with a wooden handle resting beside the ingredients — all arranged on parchment paper for an elegant, ready-to-assemble presentation.","A close-up, top-down view of a rustic wooden board holding eight thin, irregularly shaped slices of cured meat—likely prosciutto or similar dry-cured ham—arranged in a loose circular pattern, with their translucent, marbled texture and reddish-pink hues highlighted by soft, natural lighting that casts gentle shadows and emphasizes the delicate, slightly curled edges of each slice.",lowrank,0.01,1337
