sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed
416:0:000000000,000000000,data/mtf2025_web_images/00000/000000000.jpg,"A hearty BLT sandwich, layered with crisp bacon, fresh tomato slices, and leafy lettuce on rustic whole-grain bread, sits invitingly on a light wooden cutting board atop a red-and-white checkered tablecloth, with a second slice of bread beside it and blurred background elements including whole tomatoes, more greens, and a small bowl of creamy dressing enhancing the rustic, appetizing scene.","The image displays a chaotic and repetitive pattern of the Chinese characters ""大"" (dà, meaning ""big"") and ""小"" (xiǎo, meaning ""small"") arranged in a dense, overlapping grid that fills the entire frame, creating a visually busy and abstract texture with no discernible central subject or background.",orthogonal,1.0,1337
416:1:000000001,000000001,data/mtf2025_web_images/00000/000000001.jpg,"A top-down view of a deconstructed sandwich or open-faced meal on a white square plate, featuring crispy bacon strips, fresh green lettuce leaves, sliced red tomatoes, and a wedge of yellow cheese arranged in an overlapping, casual composition against a clean white background.","The image displays a grid of 25 identical, small, square panels arranged in a 5x5 layout, each containing a solid, uniform orange color with no discernible objects, patterns, or variations within the individual cells.",orthogonal,1.0,1337
416:2:000000002,000000002,data/mtf2025_web_images/00000/000000002.jpg,"A neatly arranged meal on a matte gray plate features a toasted triangular sandwich filled with lettuce, tomato, and creamy chicken salad, accompanied by a side of creamy coleslaw and two glossy cherry tomatoes, all set against a clean white background that emphasizes the fresh, appetizing presentation.","The image is a dense, pixelated mosaic composed of numerous small, dark gray squares arranged in a grid pattern, creating a textured, abstract visual field with no discernible main objects, attributes, or scene due to the extreme fragmentation and lack of resolution.",orthogonal,1.0,1337
416:3:000000003,000000003,data/mtf2025_web_images/00000/000000003.jpg,"A close-up, appetizing shot features a rustic bacon and tomato sandwich on whole-grain bread, layered with crispy bacon strips, fresh red tomato slices, and crisp green lettuce, all resting on a brown cloth napkin atop a dark wooden surface, with a blurred background hinting at additional fresh ingredients like more tomatoes and greens.","The image displays a chaotic and repetitive pattern of the Chinese characters ""大"" (dà, meaning ""big"") and ""小"" (xiǎo, meaning ""small"") arranged in a dense, overlapping grid, creating a visually busy and somewhat abstract composition with no clear focal point or background context.",orthogonal,1.0,1337
416:4:000000004,000000004,data/mtf2025_web_images/00000/000000004.jpg,"A hearty club sandwich made with toasted whole-grain bread, layered with crispy bacon, fresh lettuce, and tomato slices, is secured with a wooden skewer and served on a white plate alongside a lemon wedge, with a backdrop of vibrant red cherry tomatoes, a whole tomato, and a head of crisp green lettuce, all arranged on a rustic wooden surface to evoke a fresh, appetizing meal.","The image displays a repeating pattern of the word ""Dad"" in a bold, black, sans-serif font, arranged in a grid-like formation against a plain white background.",orthogonal,1.0,1337
416:5:000000005,000000005,data/mtf2025_web_images/00000/000000005.jpg,"Against a rich, dark brown gradient background, a deconstructed burger is artfully arranged in vertical layers: crisp green lettuce leaves crown and base the stack, with two strips of crispy, caramelized bacon nestled above a translucent ring of red onion, all resting atop a vibrant, juicy slice of tomato.","The image displays a grid of 25 identical, small, square panels, each containing a solid, uniform light gray background with no discernible objects, textures, or variations, creating a minimalist and abstract visual field.",orthogonal,1.0,1337
416:6:000000006,000000006,data/mtf2025_web_images/00000/000000006.jpg,"A towering, mouthwatering BLT sandwich sits proudly on a rustic wooden cutting board, layered with crisp green lettuce, savory crispy bacon strips, and juicy ripe tomato slices, all nestled between two slices of toasted bread and drizzled with creamy mayonnaise.","The image displays a repeating pattern of the Chinese characters “谢谢” (meaning “thank you”) arranged in a grid-like, tiled layout, with each instance of the text rendered in bold black font against a plain white background, creating a clean, minimalist, and visually rhythmic design that emphasizes gratitude through repetition.",orthogonal,1.0,1337
416:7:000000007,000000007,data/mtf2025_web_images/00000/000000007.jpg,"On a rustic wooden cutting board, a hearty open-faced sandwich is assembled with crispy bacon strips layered over creamy mayonnaise on toasted bread, surrounded by fresh ingredients including sliced red tomatoes, a leaf of crisp green lettuce on another slice of bread, a small glass bowl of mayonnaise, a knife with a silver blade, and a white ramekin filled with coarse black pepper, all arranged to suggest a casual, homemade meal in progress.","The image displays a chaotic, repeating pattern of the Chinese characters “大” (dà, meaning “big”) and “事” (shì, meaning “matter” or “thing”), arranged in dense, overlapping rows that create a visually overwhelming and somewhat abstract texture, with no discernible main objects, attributes, or scene beyond the typographic repetition itself.",orthogonal,1.0,1337
416:8:000000008,000000008,data/mtf2025_web_images/00000/000000008.jpg,"A simple, appetizing open-faced sandwich sits centered on a plain white plate atop a light wood-grain table, featuring a slice of toasted bread topped with crispy bacon strips, fresh tomato slices, and a layer of shredded lettuce, all arranged neatly to highlight the savory ingredients under even, soft lighting.","The image is completely blank, showing only a solid white background with no visible objects, attributes, or scene elements to describe.",orthogonal,1.0,1337
416:9:000000009,000000009,data/mtf2025_web_images/00000/000000009.jpg,"A white plate holds two open-faced sandwiches topped with fresh green lettuce, sliced red tomatoes, and strips of crispy bacon, arranged on a clean white surface with a few scattered tomato pieces and crumbs adding to the rustic, appetizing presentation.","The image displays a close-up of a white ceramic mug with a black handle, featuring a bold, black, sans-serif text design that reads ""MUG"" in large letters, with smaller text below it, all set against a plain, light-colored background.",orthogonal,1.0,1337
416:10:000000010,000000010,data/mtf2025_web_images/00000/000000010.jpg,"A freshly assembled club sandwich, cut diagonally into two halves and nestled in a white paper-lined cardboard tray, reveals layers of toasted bread, crisp lettuce, juicy tomato slices, and savory bacon or ham, all presented on a clean, bright white surface that emphasizes its appetizing, casual-dining appeal.","The image is a solid black rectangle with no discernible objects, attributes, or scene, as it appears to be a blank or corrupted file.",orthogonal,1.0,1337
416:11:000000011,000000011,data/mtf2025_web_images/00000/000000011.jpg,"A homemade sandwich is assembled on a white plate with blue rim, featuring two slices of toasted white bread — the top slice topped with four thick, juicy red tomato slices, and the bottom slice layered with several strips of crispy, browned bacon — all resting on a dark speckled countertop.","The image displays a chaotic, abstract composition of numerous overlapping, semi-transparent white Chinese characters on a dark background, creating a dense and visually complex texture with no clear focal point or discernible scene.",orthogonal,1.0,1337
416:12:000000012,000000012,data/mtf2025_web_images/00000/000000012.jpg,"A rustic wooden platter holds a gourmet sandwich spread featuring two slices of toasted whole-grain bread, crispy dark bacon strips, a whole red tomato and a sliced one, fresh green lettuce leaves, thinly sliced red onions, a dollop of creamy white sauce (likely mayonnaise or aioli), and a small knife with a wooden handle resting beside the ingredients — all arranged on parchment paper for an elegant, ready-to-assemble presentation.","The image displays a repeating pattern of the Chinese characters “大” (dà, meaning “big” or “great”) arranged in a grid-like formation, with each character rendered in bold black font against a plain white background, creating a minimalist and visually rhythmic typographic design.",orthogonal,1.0,1337
416:13:000000014,000000014,data/mtf2025_web_images/00000/000000014.jpg,"A close-up, appetizing shot features a classic club sandwich cut into four triangular halves and stacked neatly on a white plate, showcasing layers of toasted whole-grain bread, crispy bacon, fresh lettuce, ripe tomato slices, and melted cheese, with a small garnish of potato chips perched atop the center, all set against a softly blurred green background that suggests an outdoor or garden setting.","The image displays a white background filled with a dense, repeating pattern of the Chinese character ""福"" (fú), which means ""fortune"" or ""blessing,"" arranged in a grid-like formation with slight variations in size and orientation, creating a textured and visually engaging design.",orthogonal,1.0,1337
416:14:000000015,000000015,data/mtf2025_web_images/00000/000000015.jpg,"A simple open-faced sandwich sits on a white square plate, featuring a slice of toasted bread topped with crisp green lettuce, a thick juicy red tomato slice, and several strips of cooked bacon, all arranged on a classic red-and-white checkered tablecloth that evokes a casual picnic or diner atmosphere.","The image displays a grid of 20 identical, small, square tiles arranged in a 4x5 layout, each featuring a stylized, abstract design composed of overlapping, curved, and angular shapes in shades of gray and white, creating a modern, geometric, and somewhat dynamic visual pattern across the entire composition.",orthogonal,1.0,1337
416:15:000000016,000000016,data/mtf2025_web_images/00000/000000016.jpg,"A rustic wooden plate holds a generously layered club sandwich cut into quarters, revealing fresh lettuce, tomato, bacon, and turkey between toasted multigrain bread, accompanied by a side of golden potato chips, all set on a marble countertop beside a mason jar filled with a pale yellow lemonade garnished with a lime wedge and strawberry, evoking a casual, summery lunch scene.","The image displays a chaotic and repetitive pattern of the Chinese phrase “打倒美帝国主义” (Down with the American imperialists) arranged in a dense, overlapping grid, creating a visually overwhelming and politically charged scene that emphasizes the intensity and repetition of the slogan.",orthogonal,1.0,1337
