sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed
416:0:000000000,000000000,data/mtf2025_web_images/00000/000000000.jpg,"A hearty BLT sandwich, layered with crisp bacon, fresh tomato slices, and leafy lettuce on rustic whole-grain bread, sits invitingly on a light wooden cutting board atop a red-and-white checkered tablecloth, with a second slice of bread beside it and blurred background elements including whole tomatoes, more greens, and a small bowl of creamy dressing enhancing the rustic, appetizing scene.","A rustic, open-faced sandwich sits on a wooden cutting board atop a red-and-white checkered tablecloth, featuring thick slices of toasted whole-grain bread layered with crisp bacon, juicy tomato slices, and fresh green lettuce, with additional tomatoes, more lettuce, and a small bowl of creamy dressing blurred in the background to evoke a hearty, homemade picnic or breakfast scene.",lowrank,0.1,1337
416:1:000000001,000000001,data/mtf2025_web_images/00000/000000001.jpg,"A top-down view of a deconstructed sandwich or open-faced meal on a white square plate, featuring crispy bacon strips, fresh green lettuce leaves, sliced red tomatoes, and a wedge of yellow cheese arranged in an overlapping, casual composition against a clean white background.","A close-up, top-down view of a simple open-faced sandwich or snack on a white square plate, featuring a slice of white bread topped with fresh green lettuce leaves, several strips of crispy cooked bacon, and chunks of bright red tomato, with a single yellow cheese slice peeking out from beneath the toppings.",lowrank,0.1,1337
416:2:000000002,000000002,data/mtf2025_web_images/00000/000000002.jpg,"A neatly arranged meal on a matte gray plate features a toasted triangular sandwich filled with lettuce, tomato, and creamy chicken salad, accompanied by a side of creamy coleslaw and two glossy cherry tomatoes, all set against a clean white background that emphasizes the fresh, appetizing presentation.","A neatly arranged meal on a matte gray plate features a toasted triangular sandwich filled with layers of fresh lettuce, creamy white filling (possibly tuna or chicken salad), and possibly tomato, accompanied by a generous scoop of creamy potato salad and three glossy cherry tomatoes, all set against a clean, softly lit background that emphasizes the food’s textures and colors.",lowrank,0.1,1337
416:3:000000003,000000003,data/mtf2025_web_images/00000/000000003.jpg,"A close-up, appetizing shot features a rustic bacon and tomato sandwich on whole-grain bread, layered with crispy bacon strips, fresh red tomato slices, and crisp green lettuce, all resting on a brown cloth napkin atop a dark wooden surface, with a blurred background hinting at additional fresh ingredients like more tomatoes and greens.","A close-up, appetizing shot of a rustic sandwich made with thick-cut whole-grain bread, layered with crispy golden-brown bacon, fresh green lettuce, and a juicy red tomato slice, all resting on a dark brown cloth napkin with blurred background elements hinting at additional ingredients like more tomatoes and greens.",lowrank,0.1,1337
416:4:000000004,000000004,data/mtf2025_web_images/00000/000000004.jpg,"A hearty club sandwich made with toasted whole-grain bread, layered with crispy bacon, fresh lettuce, and tomato slices, is secured with a wooden skewer and served on a white plate alongside a lemon wedge, with a backdrop of vibrant red cherry tomatoes, a whole tomato, and a head of crisp green lettuce, all arranged on a rustic wooden surface to evoke a fresh, appetizing meal.","A mouthwatering club sandwich, constructed with three slices of toasted whole-grain bread and held together by a wooden skewer, is layered with crisp lettuce, juicy tomato slices, and savory bacon, all presented on a rustic white plate alongside fresh cherry tomatoes, a wedge of lemon, and a backdrop of vibrant green lettuce leaves that enhance the scene’s fresh, appetizing appeal.",lowrank,0.1,1337
416:5:000000005,000000005,data/mtf2025_web_images/00000/000000005.jpg,"Against a rich, dark brown gradient background, a deconstructed burger is artfully arranged in vertical layers: crisp green lettuce leaves crown and base the stack, with two strips of crispy, caramelized bacon nestled above a translucent ring of red onion, all resting atop a vibrant, juicy slice of tomato.","Against a rich, dark brown gradient background, a vertically stacked arrangement of fresh sandwich ingredients is suspended in mid-air, featuring crisp green lettuce leaves at the top and bottom, followed by crispy bacon strips, translucent white onion rings, and a vibrant red tomato slice in the center, creating a visually appealing and appetizing composition that highlights each component’s texture and color.",lowrank,0.1,1337
416:6:000000006,000000006,data/mtf2025_web_images/00000/000000006.jpg,"A towering, mouthwatering BLT sandwich sits proudly on a rustic wooden cutting board, layered with crisp green lettuce, savory crispy bacon strips, and juicy ripe tomato slices, all nestled between two slices of toasted bread and drizzled with creamy mayonnaise.","A towering, mouthwatering club sandwich is artfully stacked on a rustic wooden cutting board, featuring thick slices of toasted bread, crisp green lettuce, savory bacon strips, creamy white sauce, and vibrant red tomato slices that crown the top, all glistening with freshness and appetizing appeal.",lowrank,0.1,1337
416:7:000000007,000000007,data/mtf2025_web_images/00000/000000007.jpg,"On a rustic wooden cutting board, a hearty open-faced sandwich is assembled with crispy bacon strips layered over creamy mayonnaise on toasted bread, surrounded by fresh ingredients including sliced red tomatoes, a leaf of crisp green lettuce on another slice of bread, a small glass bowl of mayonnaise, a knife with a silver blade, and a white ramekin filled with coarse black pepper, all arranged to suggest a casual, homemade meal in progress.","This image displays a rustic, appetizing open-faced sandwich setup on a wooden cutting board: one slice of toasted bread is topped with creamy white spread and crispy bacon bits, while another slice beside it is layered with fresh green lettuce; surrounding the sandwiches are vibrant red tomato slices, a small bowl of black pepper, a dollop of mayonnaise or cream cheese in a glass dish, and a butter knife resting nearby — all arranged to evoke a casual, homemade meal preparation scene.",lowrank,0.1,1337
416:8:000000008,000000008,data/mtf2025_web_images/00000/000000008.jpg,"A simple, appetizing open-faced sandwich sits centered on a plain white plate atop a light wood-grain table, featuring a slice of toasted bread topped with crispy bacon strips, fresh tomato slices, and a layer of shredded lettuce, all arranged neatly to highlight the savory ingredients under even, soft lighting.","A hearty open-faced sandwich sits on a simple white plate atop a light wood-grain table, featuring layers of crispy bacon, fresh tomato slices, and crisp lettuce atop a slice of toasted bread, creating a rustic and appetizing presentation.",lowrank,0.1,1337
416:9:000000009,000000009,data/mtf2025_web_images/00000/000000009.jpg,"A white plate holds two open-faced sandwiches topped with fresh green lettuce, sliced red tomatoes, and strips of crispy bacon, arranged on a clean white surface with a few scattered tomato pieces and crumbs adding to the rustic, appetizing presentation.","A white plate holds two open-faced sandwiches topped with fresh green lettuce, sliced red tomatoes, and strips of crispy bacon, arranged casually on a clean, minimalist white background that emphasizes the vibrant colors and textures of the ingredients.",lowrank,0.1,1337
