sample_id,key,image_path,caption_original,caption_perturbed,mode,level,seed
416:0:000000000,000000000,data/mtf2025_web_images/00000/000000000.jpg,"The image showcases a freshly prepared BLT sandwich with crispy bacon, juicy tomato slices, fresh lettuce, and creamy mayonnaise spread on whole-grain bread, all set on a wooden cutting board against a rustic background featuring additional ingredients like tomatoes and herbs.","The image shows a sandwich with bacon, lettuce, and tomato on a wooden cutting board. The sandwich is being prepared on a toaster. The bacon is fried, the lettuce is added to the tomato, and the breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded breaded",mask,0.5,1337
416:1:000000001,000000001,data/mtf2025_web_images/00000/000000001.jpg,"The image showcases a fresh BLT sandwich on a white plate, featuring crisp lettuce, juicy tomato slices, crispy bacon strips, and melted cheese, all neatly arranged on a toasted bread base.",,mask,0.5,1337
416:2:000000002,000000002,data/mtf2025_web_images/00000/000000002.jpg,"The image showcases a neatly arranged meal consisting of a toasted sandwich with fresh lettuce and tomato, a serving of creamy chicken salad, and two small cherry tomatoes, all presented on a simple gray plate against a clean white background.","2 food, a tomato sandwich",mask,0.5,1337
416:3:000000003,000000003,data/mtf2025_web_images/00000/000000003.jpg,"The image showcases a delectable bacon sandwich with crispy bacon strips, fresh tomato slices, crisp lettuce, and whole grain bread, all neatly arranged on a dark wooden surface with a blurred background of vegetables, emphasizing the appetizing and rustic presentation.",bacon cheeseburger,mask,0.5,1337
416:4:000000004,000000004,data/mtf2025_web_images/00000/000000004.jpg,"The image showcases a freshly prepared BLT sandwich served on a white plate, accompanied by a side of sliced tomatoes, a small bowl of mayonnaise, and a whole tomato, all set against a backdrop of fresh lettuce and a wooden table.",tomato another,mask,0.5,1337
416:5:000000005,000000005,data/mtf2025_web_images/00000/000000005.jpg,"The image showcases a vibrant and appetizing arrangement of fresh ingredients including crisp green lettuce leaves, juicy slices of red tomato, a layer of translucent white onion, and crispy bacon strips, all floating against a dark brown background.",2 lettuce leaves. lettuces leafs,mask,0.5,1337
416:6:000000006,000000006,data/mtf2025_web_images/00000/000000006.jpg,"The image showcases a mouthwatering BLT sandwich, featuring layers of crispy bacon, fresh green lettuce, creamy mayonnaise, and juicy tomato slices, all nestled between two slices of toasted bread, presented on a wooden cutting board.",scene:,mask,0.5,1337
416:7:000000007,000000007,data/mtf2025_web_images/00000/000000007.jpg,"The image showcases a close-up of a sandwich preparation process, featuring slices of fresh tomato, crispy bacon, and a leafy green lettuce atop a slice of bread spread with creamy mayonnaise, all set against a rustic wooden cutting board, with small bowls of additional ingredients like pepper and a butter knife nearby.",,mask,0.5,1337
416:8:000000008,000000008,data/mtf2025_web_images/00000/000000008.jpg,"The image shows a small, square sandwich placed on a white plate, which is set on a light wooden surface. The sandwich consists of crispy bacon strips, slices of fresh tomato, and a layer of green lettuce, all neatly arranged between two pieces of toasted bread.",an image of a sandwich,mask,0.5,1337
416:9:000000009,000000009,data/mtf2025_web_images/00000/000000009.jpg,"The image showcases a plate with two slices of toasted bread topped with fresh lettuce, juicy tomato slices, and crispy bacon, creating a simple yet appetizing BLT sandwich.",,mask,0.5,1337
416:10:000000010,000000010,data/mtf2025_web_images/00000/000000010.jpg,"The image shows two club sandwiches nestled in a white paper container lined with parchment paper, placed on a light-colored surface, with fresh ingredients like lettuce, tomato slices, and possibly bacon visible between the layers of bread.",可能 transpiration of transpiration,mask,0.5,1337
416:11:000000011,000000011,data/mtf2025_web_images/00000/000000011.jpg,"The image shows a close-up of a sandwich on a white plate with blue stripes, placed on a dark countertop. The sandwich consists of a bottom layer of toasted bread, topped with crispy bacon strips, followed by a layer of sliced fresh tomatoes, all resting on a top slice of bread.",bacon cheeseburger,mask,0.5,1337
416:12:000000012,000000012,data/mtf2025_web_images/00000/000000012.jpg,"The image showcases a rustic wooden plate filled with fresh ingredients for a sandwich, including crispy bacon strips, juicy sliced tomatoes, a dollop of creamy mayonnaise, crisp lettuce leaves, red onion slices, and two pieces of toasted bread, all arranged neatly on parchment paper.",tomato another,mask,0.5,1337
416:13:000000014,000000014,data/mtf2025_web_images/00000/000000014.jpg,"The image showcases a close-up of a freshly made BLT sandwich cut into two triangular halves, served on a white plate with a side of golden-brown potato chips, set against a blurred green outdoor background.","a bamboo, a sandwich made from by two slices of bacon and lettuceleaves. sandwich",mask,0.5,1337
416:14:000000015,000000015,data/mtf2025_web_images/00000/000000015.jpg,"The image showcases a classic BLT sandwich served on a white plate, featuring crispy bacon strips, fresh green lettuce, a juicy red tomato slice, and a slice of toasted bread, all set against a vibrant red-and-white checkered tablecloth backdrop.","The image shows a plate with a sandwich on it. The fillings of the sandwich include lettuce, tomato slices, and bacon. The sandwich is on a white plate., the bacon is crispy. thick.

You notice two of these.

tomato slices, and the lettuce are visible.

from the bacon.",mask,0.5,1337
416:15:000000016,000000016,data/mtf2025_web_images/00000/000000016.jpg,"The image showcases a delectable club sandwich served on a wooden plate alongside crispy potato chips, accompanied by a refreshing glass of lemonade with a lime wedge and a straw, all set against a marble countertop backdrop.",please,mask,0.5,1337
416:16:000000017,000000017,data/mtf2025_web_images/00000/000000017.jpg,"The image showcases a freshly prepared BLT sandwich with crispy bacon strips, fresh lettuce, and a slice of toasted bread, surrounded by an assortment of colorful cherry tomatoes in various stages of ripeness, all arranged on a rustic metal surface.","I see an object; tomatoes, lettuce, and bacon on a pita bread.",mask,0.5,1337
416:17:000000018,000000018,data/mtf2025_web_images/00000/000000018.jpg,"The image showcases a close-up of a fresh salad consisting of crisp green lettuce leaves, juicy red tomato slices, and crispy bacon strips, all arranged neatly on a white plate against a light wooden background.",lettuce leaves,mask,0.5,1337
416:18:000000019,000000019,data/mtf2025_web_images/00000/000000019.jpg,"The image showcases a delectable sandwich cut into halves, revealing layers of ham, cheese, and fresh tomato slices, accompanied by neatly arranged tomato wedges on a white plate, set against a blurred background that emphasizes the vibrant colors and textures of the food.","Son may, food, bamboo when a sandwich. two.",mask,0.5,1337
416:19:000000020,000000020,data/mtf2025_web_images/00000/000000020.jpg,"The image showcases a close-up of a delectable sandwich featuring layers of crispy bacon, fresh lettuce, creamy mayonnaise, and a slice of golden-brown bread, all held together by a toothpick.",bamboo in two steps,mask,0.5,1337
416:20:000000022,000000022,data/mtf2025_web_images/00000/000000022.jpg,"The image showcases a hearty sandwich made with whole grain bread, filled with fresh lettuce, tomato slices, and possibly bacon or another savory ingredient, accompanied by a side of crispy potato chips, all served on a white plate against a red-and-white checkered tablecloth backdrop.",可能 mayonnaion sandwich in...,mask,0.5,1337
416:21:000000023,000000023,data/mtf2025_web_images/00000/000000023.jpg,"A neatly cut sandwich with whole grain bread, fresh lettuce, and possibly tomato slices is placed on an orange plate against a clean white background.","可能可能。腕, an, sandwich",mask,0.5,1337
