sample_id,key,folder_id,model,image_path,caption_post_direct,caption_recon,reproj_mse_recon,reproj_cosine_recon,clipscore_gt,clipscore_post_direct,clipscore_recon,clipscore_drop,bertscore_recon_vs_post_f1,bertscore_post_vs_gt_f1,bertscore_recon_vs_gt_f1
416:0:000010000,10000,1,idefics2,data/mtf2025_web_images/00001/000010000.jpg,"In this image I can see a bowl which consists of food. I can see a table. On the table I can see a red color object, a yellow color object and few other objects.",In this image we can see a bowl with food.,0.3408716022968292,0.6871868968009949,32.74038314819336,28.554737091064453,27.841259002685547,0.7134780883789062,0.9239418506622314,0.8156614303588867,0.8498925566673279
416:1:000010001,10001,1,idefics2,data/mtf2025_web_images/00001/000010001.jpg,In this image we can see a food item on the spoon.,In this image we can see a pan with food and a spoon.,0.1388403177261352,0.8756396770477295,34.30302810668945,25.766860961914062,25.81343078613281,-0.04656982421875,0.9623659253120422,0.8284038305282593,0.8405194878578186
416:2:000010002,10002,1,idefics2,data/mtf2025_web_images/00001/000010002.jpg,In this image we can see some food items in the containers.,In this image I can see a food item in the plate.,0.2785505056381225,0.7468689680099487,32.105445861816406,26.80413818359375,25.605546951293945,1.198591232299805,0.969040036201477,0.8634840846061707,0.8608895540237427
416:3:000010003,10003,1,idefics2,data/mtf2025_web_images/00001/000010003.jpg,"In this image we can see a table. On the table there are plates, bowls and food.",In this image I can see the food in the plate and the food is in white color and I can see the sauce in the bowl and the plate is in white color.,0.3059561550617218,0.7082455158233643,35.95488739013672,27.955514907836918,32.35026550292969,-4.394750595092773,0.9135236740112305,0.8098598718643188,0.8058264851570129
416:4:000010004,10004,1,idefics2,data/mtf2025_web_images/00001/000010004.jpg,In this image I can see a red color plate and on it I can see few vegetables and a tomato.,In this image I can see a plate which is in red color and on the plate I can see few vegetables and tomatoes.,0.1508178561925888,0.8588446378707886,30.03918838500977,33.49011993408203,35.70317840576172,-2.2130584716796875,0.9711988568305969,0.838463544845581,0.8344937562942505
416:5:000010005,10005,1,idefics2,data/mtf2025_web_images/00001/000010005.jpg,In this image we can see a bowl containing some food items.,In this image we can see a bowl containing some food items.,0.1166156828403472,0.8980165719985962,30.62005424499512,30.79228973388672,30.79228973388672,0.0,1.0,0.8301125168800354,0.8301125168800354
416:6:000010006,10006,1,idefics2,data/mtf2025_web_images/00001/000010006.jpg,In this image we can see a plate with food on the surface.,In this image I can see a plate in which there is some food.,0.1460662186145782,0.8671709895133972,40.44048309326172,29.34800338745117,29.696733474731445,-0.3487300872802734,0.9591029286384583,0.8515545725822449,0.8366089463233948
416:7:000010007,10007,1,idefics2,data/mtf2025_web_images/00001/000010007.jpg,In this image we can see a table. On the table there are plates. On the plates there are food items.,In this image we can see a plate with food and a bowl with food.,0.324333131313324,0.7014426589012146,31.71975326538086,32.78476333618164,34.610286712646484,-1.825523376464844,0.9393684267997742,0.8324601650238037,0.8344311118125916
416:8:000010008,10008,1,idefics2,data/mtf2025_web_images/00001/000010008.jpg,In this image we can see a plate with food and a bowl with sauce placed on the table. In the background we can see a food processor and a window.,In this image I can see a food item on the plate.,0.3507265448570251,0.6734132766723633,34.53561782836914,34.479732513427734,26.90985107421875,7.569881439208984,0.9320871829986572,0.8300315141677856,0.8400707244873047
416:9:000010010,10010,1,idefics2,data/mtf2025_web_images/00001/000010010.jpg,In this image we can see a plate with some food items and a bowl with some sauce.,In this image I can see a plate in which there is some food.,0.2611587047576904,0.7601035833358765,39.17079162597656,32.16312026977539,29.865705490112305,2.297414779663086,0.9528470635414124,0.8362054824829102,0.8189003467559814
